"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",24904,5721,3095,1003,15125
"Menos de 1 año (001)",355,226,37,2,90
"De 1 a 14 años (002)",5633,3154,614,95,1781
"De 15 a 29 años (003)",6775,1087,540,287,4870
"De 30 a 44 años (004)",5181,488,1031,331,3337
"De 45 a 64 años (005)",4190,457,576,171,2993
"De 65 y mas años (006)",2770,309,297,117,2054
"Hombres (008)",13289,2810,1693,742,8074
"Menos de 1 año (009)",176,119,17,2,38
"De 1 a 14 años (010)",2900,1614,307,50,936
"De 15 a 29 años (011)",3679,504,290,234,2659
"De 30 a 44 años (012)",2872,215,572,270,1819
"De 45 a 64 años (013)",2216,200,335,113,1574
"De 65 y mas años (014)",1446,158,172,73,1048
"Mujeres (016)",11615,2911,1402,261,7051
"Menos de 1 año (017)",179,107,20,,52
"De 1 a 14 años (018)",2733,1540,307,45,845
"De 15 a 29 años (019)",3096,583,250,53,2211
"De 30 a 44 años (020)",2309,273,459,61,1518
"De 45 a 64 años (021)",1974,257,241,58,1419
"De 65 y mas años (022)",1324,151,125,44,1006
,,,,,
"URBANA (024)",10831,2515,1859,346,6127
"Menos de 1 año (025)",175,113,27,2,33
"De 1 a 14 años (026)",2423,1268,426,39,696
"De 15 a 29 años (027)",3124,525,323,67,2212
"De 30 a 44 años (028)",2264,218,607,108,1333
"De 45 a 64 años (029)",1728,234,313,74,1109
"De 65 y mas años (030)",1117,157,163,56,744
"Hombres (032)",5605,1247,935,224,3209
"Menos de 1 año (033)",84,58,12,2,12
"De 1 a 14 años (034)",1248,659,207,22,363
"De 15 a 29 años (035)",1611,241,148,41,1183
"De 30 a 44 años (036)",1197,97,300,78,723
"De 45 a 64 años (037)",897,112,174,48,565
"De 65 y mas años (038)",568,80,94,33,363
"Mujeres (040)",5226,1268,924,122,2918
"Menos de 1 año (041)",91,55,15,,21
"De 1 a 14 años (042)",1175,609,219,17,333
"De 15 a 29 años (043)",1513,284,175,26,1029
"De 30 a 44 años (044)",1067,121,307,30,610
"De 45 a 64 años (045)",831,122,139,26,544
"De 65 y mas años (046)",549,77,69,23,381
,,,,,
"RURAL (048)",14073,3206,1236,657,8998
"Menos de 1 año (049)",180,113,10,,57
"De 1 a 14 años (050)",3210,1886,188,56,1085
"De 15 a 29 años (051)",3651,562,217,220,2658
"De 30 a 44 años (052)",2917,270,424,223,2004
"De 45 a 64 años (053)",2462,223,263,97,1884
"De 65 y mas años (054)",1653,152,134,61,1310
"Hombres (056)",7684,1563,758,518,4865
"Menos de 1 año (057)",92,61,5,,26
"De 1 a 14 años (058)",1652,955,100,28,573
"De 15 a 29 años (059)",2068,263,142,193,1476
"De 30 a 44 años (060)",1675,118,272,192,1096
"De 45 a 64 años (061)",1319,88,161,65,1009
"De 65 y mas años (062)",878,78,78,40,685
"Mujeres (064)",6389,1643,478,139,4133
"Menos de 1 año (065)",88,52,5,,31
"De 1 a 14 años (066)",1558,931,88,28,512
"De 15 a 29 años (067)",1583,299,75,27,1182
"De 30 a 44 años (068)",1242,152,152,31,908
"De 45 a 64 años (069)",1143,135,102,32,875
"De 65 y mas años (070)",775,74,56,21,625
