"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",365,87,278
"De 14 a 29 años (001)",170,54,116
"De 30 a 44 años (002)",106,26,80
"De 45 a 64 años (003)",64,7,57
"De 65 y más años (004)",25,,25
"Hombres (005)",316,68,248
"De 14 a 29 años (006)",134,37,97
"De 30 a 44 años (007)",96,24,72
"De 45 a 64 años (008)",63,7,56
"De 65 y más años (009)",23,,23
"Mujeres (010)",49,19,30
"De 14 a 29 años (011)",36,17,19
"De 30 a 44 años (012)",10,2,8
"De 45 a 64 años (013)",1,,1
"De 65 y más años (014)",2,,2
,,,
"AREA URBANA (015)",57,13,44
"De 14 a 29 años (016)",29,10,19
"De 30 a 44 años (017)",18,3,15
"De 45 a 64 años (018)",5,,5
"De 65 y más años (019)",5,,5
"Hombres (020)",42,5,37
"De 14 a 29 años (021)",18,3,15
"De 30 a 44 años (022)",15,2,13
"De 45 a 64 años (023)",5,,5
"De 65 y más años (024)",4,,4
"Mujeres (025)",15,8,7
"De 14 a 29 años (026)",11,7,4
"De 30 a 44 años (027)",3,1,2
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",308,74,234
"De 14 a 29 años (031)",141,44,97
"De 30 a 44 años (032)",88,23,65
"De 45 a 64 años (033)",59,7,52
"De 65 y más años (034)",20,,20
"Hombres (035)",274,63,211
"De 14 a 29 años (036)",116,34,82
"De 30 a 44 años (037)",81,22,59
"De 45 a 64 años (038)",58,7,51
"De 65 y más años (039)",19,,19
"Mujeres (040)",34,11,23
"De 14 a 29 años (041)",25,10,15
"De 30 a 44 años (042)",7,1,6
"De 45 a 64 años (043)",1,,1
"De 65 y más años (044)",1,,1
