"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ASCOPE (000)",104022,6310,1628,33654,37806,6005,9316,3596,5707
"Hombres (001)",52027,1795,840,16735,20252,2991,4365,1998,3051
"Mujeres (002)",51995,4515,788,16919,17554,3014,4951,1598,2656
"PEA (003)",40868,1475,65,8473,16743,2912,5797,1500,3903
"Hombres (004)",30072,833,56,6424,13365,2096,3704,1107,2487
"Mujeres (005)",10796,642,9,2049,3378,816,2093,393,1416
"Ocupada (006)",37960,1390,57,7966,15463,2692,5377,1371,3644
"Hombres (007)",27855,765,49,6005,12308,1949,3446,1021,2312
"Mujeres (008)",10105,625,8,1961,3155,743,1931,350,1332
"Desocupada (009)",2908,85,8,507,1280,220,420,129,259
"Hombres (010)",2217,68,7,419,1057,147,258,86,175
"Mujeres (011)",691,17,1,88,223,73,162,43,84
"No PEA (012)",63154,4835,1563,25181,21063,3093,3519,2096,1804
"Hombres (013)",21955,962,784,10311,6887,895,661,891,564
"Mujeres (014)",41199,3873,779,14870,14176,2198,2858,1205,1240
,,,,,,,,,
"URBANA (018)",91583,5038,1413,28629,33676,5393,8531,3406,5497
"Hombres (019)",45517,1340,717,14076,17911,2682,3987,1881,2923
"Mujeres (020)",46066,3698,696,14553,15765,2711,4544,1525,2574
"PEA (021)",35849,1127,49,6785,14760,2621,5339,1403,3765
"Hombres (022)",25786,563,41,4944,11602,1859,3363,1030,2384
"Mujeres (023)",10063,564,8,1841,3158,762,1976,373,1381
"Ocupada (024)",33145,1050,41,6320,13573,2414,4952,1281,3514
"Hombres (025)",23716,500,34,4560,10613,1718,3127,948,2216
"Mujeres (026)",9429,550,7,1760,2960,696,1825,333,1298
"Desocupada (027)",2704,77,8,465,1187,207,387,122,251
"Hombres (028)",2070,63,7,384,989,141,236,82,168
"Mujeres (029)",634,14,1,81,198,66,151,40,83
"No PEA (030)",55734,3911,1364,21844,18916,2772,3192,2003,1732
"Hombres (031)",19731,777,676,9132,6309,823,624,851,539
"Mujeres (032)",36003,3134,688,12712,12607,1949,2568,1152,1193
,,,,,,,,,
"RURAL (036)",12439,1272,215,5025,4130,612,785,190,210
"Hombres (037)",6510,455,123,2659,2341,309,378,117,128
"Mujeres (038)",5929,817,92,2366,1789,303,407,73,82
"PEA (039)",5019,348,16,1688,1983,291,458,97,138
"Hombres (040)",4286,270,15,1480,1763,237,341,77,103
"Mujeres (041)",733,78,1,208,220,54,117,20,35
"Ocupada (042)",4815,340,16,1646,1890,278,425,90,130
"Hombres (043)",4139,265,15,1445,1695,231,319,73,96
"Mujeres (044)",676,75,1,201,195,47,106,17,34
"Desocupada (045)",204,8,,42,93,13,33,7,8
"Hombres (046)",147,5,,35,68,6,22,4,7
"Mujeres (047)",57,3,,7,25,7,11,3,1
"No PEA (048)",7420,924,199,3337,2147,321,327,93,72
"Hombres (049)",2224,185,108,1179,578,72,37,40,25
"Mujeres (050)",5196,739,91,2158,1569,249,290,53,47
