"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia ANDAHUAYLAS (000)",79630,78262,1368
"Hombres (001)",37588,37012,576
"Mujeres (002)",42042,41250,792
"De 18 a 29 años (003)",25851,25220,631
"Hombres (004)",12547,12170,377
"Mujeres (005)",13304,13050,254
"De 30 a 44 años (006)",25940,25863,77
"Hombres (007)",12461,12425,36
"Mujeres (008)",13479,13438,41
"De 45 a 64 años (009)",18184,18052,132
"Hombres (010)",8559,8514,45
"Mujeres (011)",9625,9538,87
"De 65 y más años (012)",9655,9127,528
"Hombres (013)",4021,3903,118
"Mujeres (014)",5634,5224,410
,,,
"URBANA (015)",37003,36417,586
"Hombres (016)",17578,17293,285
"Mujeres (017)",19425,19124,301
"De 18 a 29 años (018)",12756,12379,377
"Hombres (019)",6108,5877,231
"Mujeres (020)",6648,6502,146
"De 30 a 44 años (021)",12908,12875,33
"Hombres (022)",6194,6179,15
"Mujeres (023)",6714,6696,18
"De 45 a 64 años (024)",7848,7810,38
"Hombres (025)",3812,3801,11
"Mujeres (026)",4036,4009,27
"De 65 y más años (027)",3491,3353,138
"Hombres (028)",1464,1436,28
"Mujeres (029)",2027,1917,110
,,,
"RURAL (030)",42627,41845,782
"Hombres (031)",20010,19719,291
"Mujeres (032)",22617,22126,491
"De 18 a 29 años (033)",13095,12841,254
"Hombres (034)",6439,6293,146
"Mujeres (035)",6656,6548,108
"De 30 a 44 años (036)",13032,12988,44
"Hombres (037)",6267,6246,21
"Mujeres (038)",6765,6742,23
"De 45 a 64 años (039)",10336,10242,94
"Hombres (040)",4747,4713,34
"Mujeres (041)",5589,5529,60
"De 65 y más años (042)",6164,5774,390
"Hombres (043)",2557,2467,90
"Mujeres (044)",3607,3307,300
