"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia HUAMANGA (000)",117474,69147,1783,1695,40583,1524,86,188,208,2260
"Hombres (001)",47365,34918,1092,835,8354,638,50,112,200,1166
"Mujeres (002)",70109,34229,691,860,32229,886,36,76,8,1094
"De 06 a 14 años (003)",46836,44745,,,1153,430,1,39,,468
"Hombres (004)",23613,22646,,,492,228,1,26,,220
"Mujeres (005)",23223,22099,,,661,202,,13,,248
"De 15 a 29 años (006)",38220,23549,48,531,13137,,40,43,207,665
"Hombres (007)",15511,11858,20,251,2764,,23,32,199,364
"Mujeres (008)",22709,11691,28,280,10373,,17,11,8,301
"De 30 a 44 años (009)",13228,746,57,411,11518,,27,39,1,429
"Hombres (010)",2719,365,26,214,1842,,18,22,1,231
"Mujeres (011)",10509,381,31,197,9676,,9,17,,198
"De 45 a 64 años (012)",10576,93,686,402,8951,30,14,32,,368
"Hombres (013)",2552,46,378,197,1693,11,6,13,,208
"Mujeres (014)",8024,47,308,205,7258,19,8,19,,160
"De 65 y más años (015)",8614,14,992,351,5824,1064,4,35,,330
"Hombres (016)",2970,3,668,173,1563,399,2,19,,143
"Mujeres (017)",5644,11,324,178,4261,665,2,16,,187
,,,,,,,,,,
"AREA URBANA (018)",81216,52062,1683,1106,23311,940,65,109,208,1732
"Hombres (019)",33473,25904,1035,477,4533,360,37,64,200,863
"Mujeres (020)",47743,26158,648,629,18778,580,28,45,8,869
"De 06 a 14 años (021)",32277,31004,,,738,230,,19,,286
"Hombres (022)",16179,15559,,,343,118,,12,,147
"Mujeres (023)",16098,15445,,,395,112,,7,,139
"De 15 a 29 años (024)",29065,20302,32,308,7634,,27,32,207,523
"Hombres (025)",12212,9967,18,122,1601,,15,22,199,268
"Mujeres (026)",16853,10335,14,186,6033,,12,10,8,255
"De 30 a 44 años (027)",8156,671,44,250,6776,,22,26,1,366
"Hombres (028)",1591,335,22,107,914,,15,15,1,182
"Mujeres (029)",6565,336,22,143,5862,,7,11,,184
"De 45 a 64 años (030)",6287,76,665,276,4927,17,12,14,,300
"Hombres (031)",1545,40,365,119,842,6,5,5,,163
"Mujeres (032)",4742,36,300,157,4085,11,7,9,,137
"De 65 y más años (033)",5431,9,942,272,3236,693,4,18,,257
"Hombres (034)",1946,3,630,129,833,236,2,10,,103
"Mujeres (035)",3485,6,312,143,2403,457,2,8,,154
,,,,,,,,,,
"AREA RURAL (036)",36258,17085,100,589,17272,584,21,79,,528
"Hombres (037)",13892,9014,57,358,3821,278,13,48,,303
"Mujeres (038)",22366,8071,43,231,13451,306,8,31,,225
"De 06 a 14 años (039)",14559,13741,,,415,200,1,20,,182
"Hombres (040)",7434,7087,,,149,110,1,14,,73
"Mujeres (041)",7125,6654,,,266,90,,6,,109
"De 15 a 29 años (042)",9155,3247,16,223,5503,,13,11,,142
"Hombres (043)",3299,1891,2,129,1163,,8,10,,96
"Mujeres (044)",5856,1356,14,94,4340,,5,1,,46
"De 30 a 44 años (045)",5072,75,13,161,4742,,5,13,,63
"Hombres (046)",1128,30,4,107,928,,3,7,,49
"Mujeres (047)",3944,45,9,54,3814,,2,6,,14
"De 45 a 64 años (048)",4289,17,21,126,4024,13,2,18,,68
"Hombres (049)",1007,6,13,78,851,5,1,8,,45
"Mujeres (050)",3282,11,8,48,3173,8,1,10,,23
"De 65 y más años (051)",3183,5,50,79,2588,371,,17,,73
"Hombres (052)",1024,,38,44,730,163,,9,,40
"Mujeres (053)",2159,5,12,35,1858,208,,8,,33
