"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia OXAPAMPA (000)",32254,4275,6184,15057,585,4821,770,562
"Agric., ganadería, caza y silvicultura (001)",18978,82,4126,10166,343,4261,,
"Pesca (002)",21,6,6,6,,3,,
"Explotación de minas y canteras (003)",489,96,391,1,1,,,
"Industrias manufactureras (004)",998,43,340,537,40,38,,
"Suministro de electricidad, gas y agua (005)",30,17,12,1,,,,
"Construcción (006)",937,48,662,204,22,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2952,358,52,2136,85,321,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",349,31,36,255,17,10,,
"Comercio al por mayor (009)",127,23,7,64,9,24,,
"Comercio al por menor (010)",2476,304,9,1817,59,287,,
"Hoteles y restaurantes (011)",916,238,35,547,35,61,,
"Trans., almac. y comunicaciones (012)",1275,299,176,762,18,20,,
"Intermediación financiera (013)",26,24,,1,1,,,
"Activid.inmobil., empres. y alquileres (014)",504,357,29,101,17,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",696,491,205,,,,,
"Enseñanza (016)",1506,1457,2,47,,,,
"Servicios sociales y de salud (017)",483,427,,52,2,2,,
"Otras activ. serv.comun.soc y personales (018)",343,159,24,152,3,5,,
"Hogares privados con servicio doméstico (019)",770,,,,,,770,
"Organiz. y organos extraterritoriales (020)",1,1,,,,,,
"Actividad economica no especificada (021)",767,172,124,344,18,109,,
"Desocupado (022)",562,,,,,,,562
"Hombres (023)",23598,2262,5441,12066,495,2763,166,405
"Agric., ganadería, caza y silvicultura (024)",15766,68,3600,9178,318,2602,,
"Pesca (025)",18,5,6,5,,2,,
"Explotación de minas y canteras (026)",479,89,388,1,1,,,
"Industrias manufactureras (027)",827,29,299,441,33,25,,
"Suministro de electricidad, gas y agua (028)",26,13,12,1,,,,
"Construcción (029)",895,43,626,203,22,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1400,159,50,1054,65,72,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",311,20,35,233,17,6,,
"Comercio al por mayor (032)",72,14,7,42,7,2,,
"Comercio al por menor (033)",1017,125,8,779,41,64,,
"Hoteles y restaurantes (034)",207,64,14,103,8,18,,
"Trans., almac. y comunicaciones (035)",1186,246,170,735,17,18,,
"Intermediación financiera (036)",13,12,,,1,,,
"Activid.inmobil., empres. y alquileres (037)",355,233,26,81,15,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",482,332,150,,,,,
"Enseñanza (039)",661,643,1,17,,,,
"Servicios sociales y de salud (040)",205,175,,29,,1,,
"Otras activ. serv.comun.soc y personales (041)",161,89,18,53,,1,,
"Hogares privados con servicio doméstico (042)",166,,,,,,166,
"Organiz. y organos extraterritoriales (043)",1,1,,,,,,
"Actividad economica no especificada (044)",345,61,81,165,15,23,,
"Desocupado (045)",405,,,,,,,405
"Mujeres (046)",8656,2013,743,2991,90,2058,604,157
"Agric., ganadería, caza y silvicultura (047)",3212,14,526,988,25,1659,,
"Pesca (048)",3,1,,1,,1,,
"Explotación de minas y canteras (049)",10,7,3,,,,,
"Industrias manufactureras (050)",171,14,41,96,7,13,,
"Suministro de electricidad, gas y agua (051)",4,4,,,,,,
"Construcción (052)",42,5,36,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1552,199,2,1082,20,249,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",38,11,1,22,,4,,
"Comercio al por mayor (055)",55,9,,22,2,22,,
"Comercio al por menor (056)",1459,179,1,1038,18,223,,
"Hoteles y restaurantes (057)",709,174,21,444,27,43,,
"Trans., almac. y comunicaciones (058)",89,53,6,27,1,2,,
"Intermediación financiera (059)",13,12,,1,,,,
"Activid.inmobil., empres. y alquileres (060)",149,124,3,20,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",214,159,55,,,,,
"Enseñanza (062)",845,814,1,30,,,,
"Servicios sociales y de salud (063)",278,252,,23,2,1,,
"Otras activ. serv.comun.soc y personales (064)",182,70,6,99,3,4,,
"Hogares privados con servicio doméstico (065)",604,,,,,,604,
"Actividad economica no especificada (067)",422,111,43,179,3,86,,
,,,,,,,,
"URBANA (068)",13377,3349,2254,5873,298,823,466,314
"Agric., ganadería, caza y silvicultura (069)",3549,59,780,2163,114,433,,
"Pesca (070)",14,5,2,4,,3,,
"Explotación de minas y canteras (071)",469,93,374,1,1,,,
"Industrias manufactureras (072)",703,36,225,396,30,16,,
"Suministro de electricidad, gas y agua (073)",26,16,9,1,,,,
"Construcción (074)",678,43,453,164,17,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",2360,331,39,1663,63,264,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",311,30,29,228,15,9,,
"Comercio al por mayor (077)",108,21,3,55,7,22,,
"Comercio al por menor (078)",1941,280,7,1380,41,233,,
"Hoteles y restaurantes (079)",755,208,25,442,30,50,,
"Trans., almac. y comunicaciones (080)",1028,260,114,624,14,16,,
"Intermediación financiera (081)",25,23,,1,1,,,
"Activid.inmobil., empres. y alquileres (082)",439,306,21,95,17,,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",567,435,132,,,,,
"Enseñanza (084)",1002,963,2,37,,,,
"Servicios sociales y de salud (085)",367,315,,48,2,2,,
"Otras activ. serv.comun.soc y personales (086)",276,131,14,126,2,3,,
"Hogares privados con servicio doméstico (087)",466,,,,,,466,
"Organiz. y organos extraterritoriales (088)",1,1,,,,,,
"Actividad economica no especificada (089)",338,124,64,108,7,35,,
"Desocupado (090)",314,,,,,,,314
"Hombres (091)",8876,1790,1987,4200,234,394,62,209
"Agric., ganadería, caza y silvicultura (092)",3045,50,667,1940,106,282,,
"Pesca (093)",11,4,2,3,,2,,
"Explotación de minas y canteras (094)",459,86,371,1,1,,,
"Industrias manufactureras (095)",579,23,194,323,24,15,,
"Suministro de electricidad, gas y agua (096)",22,12,9,1,,,,
"Construcción (097)",646,39,426,163,17,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",1153,151,37,863,45,57,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",279,20,28,211,15,5,,
"Comercio al por mayor (100)",58,13,3,35,5,2,,
"Comercio al por menor (101)",816,118,6,617,25,50,,
"Hoteles y restaurantes (102)",184,59,8,94,7,16,,
"Trans., almac. y comunicaciones (103)",954,215,111,601,13,14,,
"Intermediación financiera (104)",12,11,,,1,,,
"Activid.inmobil., empres. y alquileres (105)",302,193,18,76,15,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",386,296,90,,,,,
"Enseñanza (107)",418,403,1,14,,,,
"Servicios sociales y de salud (108)",151,124,,26,,1,,
"Otras activ. serv.comun.soc y personales (109)",136,75,11,49,,1,,
"Hogares privados con servicio doméstico (110)",62,,,,,,62,
"Organiz. y organos extraterritoriales (111)",1,1,,,,,,
