"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia RIOJA (000)",36917,1401,13599,12605,7753,1559
"Empleado (001)",4957,88,1855,2189,781,44
"Obrero (002)",5913,153,2597,1909,1073,181
"Trabajador independiente (003)",18852,283,5625,6875,4942,1127
"Empleador o patrono (004)",1433,1,370,559,423,80
"Trabajador familiar no remunerado (005)",4426,797,2475,719,345,90
"Trabajador del hogar (006)",1336,79,677,354,189,37
"Hombres (008)",27713,1016,10208,9181,6020,1288
"Empleado (009)",2657,42,887,1203,493,32
"Obrero (010)",5151,126,2318,1637,917,153
"Trabajador independiente (011)",15525,217,4660,5546,4116,986
"Empleador o patrono (012)",1284,1,320,504,382,77
"Trabajador familiar no remunerado (013)",3045,626,1992,287,102,38
"Trabajador del hogar (014)",51,4,31,4,10,2
"Mujeres (016)",9204,385,3391,3424,1733,271
"Empleado (017)",2300,46,968,986,288,12
"Obrero (018)",762,27,279,272,156,28
"Trabajador independiente (019)",3327,66,965,1329,826,141
"Empleador o patrono (020)",149,,50,55,41,3
"Trabajador familiar no remunerado (021)",1381,171,483,432,243,52
"Trabajador del hogar (022)",1285,75,646,350,179,35
,,,,,,
"URBANA (024)",27769,1024,9736,9908,5987,1114
"Empleado (025)",4814,87,1794,2131,759,43
"Obrero (026)",4656,115,1977,1525,891,148
"Trabajador independiente (027)",13578,219,3821,5084,3668,786
"Empleador o patrono (028)",956,1,262,375,277,41
"Trabajador familiar no remunerado (029)",2790,543,1377,528,272,70
"Trabajador del hogar (030)",975,59,505,265,120,26
"Hombres (032)",19764,712,6879,6818,4468,887
"Empleado (033)",2557,41,851,1157,477,31
"Obrero (034)",4055,98,1768,1303,760,126
"Trabajador independiente (035)",10577,162,2977,3864,2913,661
"Empleador o patrono (036)",822,1,216,325,242,38
"Trabajador familiar no remunerado (037)",1711,408,1040,166,68,29
"Trabajador del hogar (038)",42,2,27,3,8,2
"Mujeres (040)",8005,312,2857,3090,1519,227
"Empleado (041)",2257,46,943,974,282,12
"Obrero (042)",601,17,209,222,131,22
"Trabajador independiente (043)",3001,57,844,1220,755,125
"Empleador o patrono (044)",134,,46,50,35,3
"Trabajador familiar no remunerado (045)",1079,135,337,362,204,41
"Trabajador del hogar (046)",933,57,478,262,112,24
,,,,,,
"RURAL (048)",9148,377,3863,2697,1766,445
"Empleado (049)",143,1,61,58,22,1
"Obrero (050)",1257,38,620,384,182,33
"Trabajador independiente (051)",5274,64,1804,1791,1274,341
"Empleador o patrono (052)",477,,108,184,146,39
"Trabajador familiar no remunerado (053)",1636,254,1098,191,73,20
"Trabajador del hogar (054)",361,20,172,89,69,11
"Hombres (056)",7949,304,3329,2363,1552,401
"Empleado (057)",100,1,36,46,16,1
"Obrero (058)",1096,28,550,334,157,27
"Trabajador independiente (059)",4948,55,1683,1682,1203,325
"Empleador o patrono (060)",462,,104,179,140,39
"Trabajador familiar no remunerado (061)",1334,218,952,121,34,9
"Trabajador del hogar (062)",9,2,4,1,2,
"Mujeres (064)",1199,73,534,334,214,44
"Empleado (065)",43,,25,12,6,
"Obrero (066)",161,10,70,50,25,6
"Trabajador independiente (067)",326,9,121,109,71,16
"Empleador o patrono (068)",15,,4,5,6,
"Trabajador familiar no remunerado (069)",302,36,146,70,39,11
"Trabajador del hogar (070)",352,18,168,88,67,11
