"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PISCO",,,,,,,,,
"Viviendas particulares (001)",5185,4091,766,92,167,10,,3,56
"Ocupantes presentes (002)",22082,17276,3384,416,691,50,,8,257
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4492,3523,674,87,151,8,,3,46
"Ocupantes presentes (005)",19445,15150,3011,392,616,47,,8,221
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",24,23,1,,,,,,
"Ocupantes presentes (008)",82,77,5,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",46,42,4,,,,,,
"Ocupantes presentes (011)",137,120,17,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",18,15,3,,,,,,
"Ocupantes presentes (014)",65,51,14,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",8,8,,,,,,,
"Ocupantes presentes (017)",30,30,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",585,468,84,5,16,2,,,10
"Ocupantes presentes (020)",2279,1804,337,24,75,3,,,36
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,6,,,,,,,
"Ocupantes presentes (023)",26,26,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",6,6,,,,,,,
"Ocupantes presentes (026)",18,18,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",5161,4069,765,92,166,10,,3,56
"Ocupantes presentes (029)",21992,17192,3379,416,690,50,,8,257
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4476,3509,673,87,150,8,,3,46
"Ocupantes presentes (032)",19385,15096,3006,392,615,47,,8,221
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",24,23,1,,,,,,
"Ocupantes presentes (035)",82,77,5,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",46,42,4,,,,,,
"Ocupantes presentes (038)",137,120,17,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",18,15,3,,,,,,
"Ocupantes presentes (041)",65,51,14,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",585,468,84,5,16,2,,,10
"Ocupantes presentes (047)",2279,1804,337,24,75,3,,,36
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,6,,,,,,,
"Ocupantes presentes (050)",26,26,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",6,6,,,,,,,
"Ocupantes presentes (053)",18,18,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",24,22,1,,1,,,,
"Ocupantes presentes (056)",90,84,5,,1,,,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",16,14,1,,1,,,,
"Ocupantes presentes (059)",60,54,5,,1,,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",8,8,,,,,,,
"Ocupantes presentes (071)",30,30,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
