"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",44113,3362,885,450,39429
"Hombres (001)",23577,1614,512,256,21205
"Mujeres (002)",20536,1748,373,194,18224
"PEA (003)",18814,364,473,262,17721
"Hombres (004)",13904,210,341,162,13196
"Mujeres (005)",4910,154,132,100,4525
"Ocupada (006)",16360,334,445,254,15333
"Hombres (007)",12036,191,320,155,11375
"Mujeres (008)",4324,143,125,99,3958
"Desocupada (009)",2454,30,28,8,2388
"Hombres (010)",1868,19,21,7,1821
"Mujeres (011)",586,11,7,1,567
"No PEA (012)",25299,2998,412,188,21708
"Hombres (013)",9673,1404,171,94,8009
"Mujeres (014)",15626,1594,241,94,13699
,,,,,
"URBANA (018)",29350,1758,784,384,26434
"Hombres (019)",15899,832,443,212,14419
"Mujeres (020)",13451,926,341,172,12015
"PEA (021)",13203,271,401,224,12312
"Hombres (022)",9770,171,281,131,9191
"Mujeres (023)",3433,100,120,93,3121
"Ocupada (024)",11369,247,374,219,10534
"Hombres (025)",8394,156,261,126,7855
"Mujeres (026)",2975,91,113,93,2679
"Desocupada (027)",1834,24,27,5,1778
"Hombres (028)",1376,15,20,5,1336
"Mujeres (029)",458,9,7,,442
"No PEA (030)",16147,1487,383,160,14122
"Hombres (031)",6129,661,162,81,5228
"Mujeres (032)",10018,826,221,79,8894
,,,,,
"RURAL (036)",14763,1604,101,66,12995
"Hombres (037)",7678,782,69,44,6786
"Mujeres (038)",7085,822,32,22,6209
"PEA (039)",5611,93,72,38,5409
"Hombres (040)",4134,39,60,31,4005
"Mujeres (041)",1477,54,12,7,1404
"Ocupada (042)",4991,87,71,35,4799
"Hombres (043)",3642,35,59,29,3520
"Mujeres (044)",1349,52,12,6,1279
"Desocupada (045)",620,6,1,3,610
"Hombres (046)",492,4,1,2,485
"Mujeres (047)",128,2,,1,125
"No PEA (048)",9152,1511,29,28,7586
"Hombres (049)",3544,743,9,13,2781
"Mujeres (050)",5608,768,20,15,4805
