"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia LAMPA",,,,
"Viviendas particulares (001)",2911,2471,262,178
"Ocupantes presentes (002)",11564,9998,1002,564
"Casa independiente",,,,
"Viviendas particulares (004)",2865,2441,258,166
"Ocupantes presentes (005)",11399,9871,994,534
"Departamento en edificio",,,,
"Viviendas particulares (007)",4,4,,
"Ocupantes presentes (008)",15,15,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",8,7,1,
"Ocupantes presentes (011)",17,16,1,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",17,14,3,
"Ocupantes presentes (014)",68,61,7,
"Choza o cabaña",,,,
"Viviendas particulares (016)",12,,,12
"Ocupantes presentes (017)",30,,,30
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1,1,,
"Ocupantes presentes (020)",2,2,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",4,4,,
"Ocupantes presentes (023)",33,33,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",2678,2266,251,161
"Ocupantes presentes (029)",10642,9183,946,513
"Casa independiente",,,,
"Viviendas particulares (031)",2635,2237,247,151
"Ocupantes presentes (032)",10484,9060,938,486
"Departamento en edificio",,,,
"Viviendas particulares (034)",3,3,,
"Ocupantes presentes (035)",11,11,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",8,7,1,
"Ocupantes presentes (038)",17,16,1,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",17,14,3,
"Ocupantes presentes (041)",68,61,7,
"Choza o cabaña",,,,
"Viviendas particulares (043)",10,,,10
"Ocupantes presentes (044)",27,,,27
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1,1,,
"Ocupantes presentes (047)",2,2,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",4,4,,
"Ocupantes presentes (050)",33,33,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",233,205,11,17
"Ocupantes presentes (056)",922,815,56,51
"Casa independiente",,,,
"Viviendas particulares (058)",230,204,11,15
"Ocupantes presentes (059)",915,811,56,48
"Departamento en edificio",,,,
"Viviendas particulares (061)",1,1,,
"Ocupantes presentes (062)",4,4,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (070)",2,,,2
"Ocupantes presentes (071)",3,,,3
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",2721,2404,238,79
"Ocupantes presentes (110)",10944,9727,936,281
"Casa independiente",,,,
"Viviendas particulares (112)",2687,2374,234,79
"Ocupantes presentes (113)",10809,9600,928,281
"Departamento en edificio",,,,
"Viviendas particulares (115)",4,4,,
"Ocupantes presentes (116)",15,15,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",8,7,1,
"Ocupantes presentes (119)",17,16,1,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",17,14,3,
"Ocupantes presentes (122)",68,61,7,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1,1,,
"Ocupantes presentes (128)",2,2,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",4,4,,
"Ocupantes presentes (131)",33,33,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",2503,2204,227,72
"Ocupantes presentes (137)",10070,8928,880,262
"Casa independiente",,,,
"Viviendas particulares (139)",2470,2175,223,72
"Ocupantes presentes (140)",9939,8805,872,262
"Departamento en edificio",,,,
"Viviendas particulares (142)",3,3,,
"Ocupantes presentes (143)",11,11,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",8,7,1,
"Ocupantes presentes (146)",17,16,1,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",17,14,3,
"Ocupantes presentes (149)",68,61,7,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1,1,,
"Ocupantes presentes (155)",2,2,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",4,4,,
"Ocupantes presentes (158)",33,33,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",218,200,11,7
"Ocupantes presentes (164)",874,799,56,19
"Casa independiente",,,,
"Viviendas particulares (166)",217,199,11,7
"Ocupantes presentes (167)",870,795,56,19
"Departamento en edificio",,,,
"Viviendas particulares (169)",1,1,,
"Ocupantes presentes (170)",4,4,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",190,67,24,99
"Ocupantes presentes (218)",620,271,66,283
"Casa independiente",,,,
"Viviendas particulares (220)",178,67,24,87
"Ocupantes presentes (221)",590,271,66,253
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",12,,,12
"Ocupantes presentes (233)",30,,,30
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",175,62,24,89
"Ocupantes presentes (245)",572,255,66,251
"Casa independiente",,,,
"Viviendas particulares (247)",165,62,24,79
"Ocupantes presentes (248)",545,255,66,224
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",10,,,10
"Ocupantes presentes (260)",27,,,27
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",15,5,,10
"Ocupantes presentes (272)",48,16,,32
"Casa independiente",,,,
"Viviendas particulares (274)",13,5,,8
"Ocupantes presentes (275)",45,16,,29
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",2,,,2
"Ocupantes presentes (287)",3,,,3
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
