"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CONTUMAZA",,,,,,,,,
"Hogares (001)",8258,235,93,45,40,14,9,5,7817
"Ocupantes presentes (002)",31042,749,272,140,146,60,40,29,29606
"Casa independiente",,,,,,,,,
"Hogares (004)",7790,232,92,44,39,13,9,5,7356
"Ocupantes presentes (005)",29128,742,266,137,144,57,40,29,27713
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",28,1,,,,1,,,26
"Ocupantes presentes (011)",95,4,,,,3,,,88
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",10,,,,1,,,,9
"Ocupantes presentes (014)",31,,,,2,,,,29
"Choza o cabaña",,,,,,,,,
"Hogares (016)",426,2,1,1,,,,,422
"Ocupantes presentes (017)",1775,3,6,3,,,,,1763
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",2,,,,,,,,2
"Ocupantes presentes (020)",8,,,,,,,,8
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",1,,,,,,,,1
"Ocupantes presentes (023)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
"Hogares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",3546,141,66,30,33,10,6,4,3256
"Ocupantes presentes (029)",13000,438,198,96,117,43,19,21,12068
"Casa independiente",,,,,,,,,
"Hogares (031)",3504,140,66,30,32,9,6,4,3217
"Ocupantes presentes (032)",12861,434,198,96,115,40,19,21,11938
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",28,1,,,,1,,,26
"Ocupantes presentes (038)",95,4,,,,3,,,88
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",10,,,,1,,,,9
"Ocupantes presentes (041)",31,,,,2,,,,29
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",2,,,,,,,,2
"Ocupantes presentes (047)",8,,,,,,,,8
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
"Hogares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",4,,,,,,,,4
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",4712,94,27,15,7,4,3,1,4561
"Ocupantes presentes (056)",18042,311,74,44,29,17,21,8,17538
"Casa independiente",,,,,,,,,
"Hogares (058)",4286,92,26,14,7,4,3,1,4139
"Ocupantes presentes (059)",16267,308,68,41,29,17,21,8,15775
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",426,2,1,1,,,,,422
"Ocupantes presentes (071)",1775,3,6,3,,,,,1763
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
