"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CARABAYA (000)",24692,64772,55295,,1641,85.4,2.5
"De 12 a 14 años (001)",2681,17,16,,1,94.1,5.9
"De 15 a 19 años (002)",3682,567,535,192,94.4,33.9,
"De 20 a 24 años (003)",3223,2945,2774,442,94.2,15,
"De 25 a 29 años (004)",2956,5627,5242,398,93.2,7.1,
"De 30 a 34 años (005)",2391,7231,6582,271,91,3.7,
"De 35 a 39 años (006)",2211,8515,7627,200,89.6,2.3,
"De 40 a 44 años (007)",1765,8449,7323,114,86.7,1.3,
"De 45 a 49 años (008)",1344,6928,5954,23,85.9,0.3,
"De 50 y más años (009)",4439,24493,19242,,78.6,,
"PEA (010)",9625,28609,24579,685,85.9,2.4,
"De 12 a 14 años (011)",164,2,2,,100,,
"De 15 a 19 años (012)",898,228,211,71,92.5,31.1,
"De 20 a 24 años (013)",1463,1230,1167,178,94.9,14.5,
"De 25 a 29 años (014)",1387,2441,2287,165,93.7,6.8,
"De 30 a 34 años (015)",1174,3267,2981,113,91.2,3.5,
"De 35 a 39 años (016)",1179,4272,3830,106,89.7,2.5,
"De 40 a 44 años (017)",878,3972,3388,43,85.3,1.1,
"De 45 a 49 años (018)",673,3315,2832,9,85.4,0.3,
"De 50 y más años (019)",1809,9882,7881,,79.8,,
"Ocupada (020)",9024,27885,23935,661,85.8,2.4,
"De 12 a 14 años (021)",145,2,2,,100,,
"De 15 a 19 años (022)",759,212,195,66,92,31.1,
"De 20 a 24 años (023)",1270,1171,1110,171,94.8,14.6,
"De 25 a 29 años (024)",1302,2365,2217,164,93.7,6.9,
"De 30 a 34 años (025)",1121,3164,2887,109,91.2,3.4,
"De 35 a 39 años (026)",1137,4152,3721,101,89.6,2.4,
"De 40 a 44 años (027)",859,3884,3315,41,85.4,1.1,
"De 45 a 49 años (028)",655,3230,2755,9,85.3,0.3,
"De 50 y más años (029)",1776,9705,7733,,79.7,,
"Desocupada (030)",601,724,644,24,89,3.3,
"De 12 a 14 años (031)",19,,,,,,
"De 15 a 19 años (032)",139,16,16,5,100,31.3,
"De 20 a 24 años (033)",193,59,57,7,96.6,11.9,
"De 25 a 29 años (034)",85,76,70,1,92.1,1.3,
"De 30 a 34 años (035)",53,103,94,4,91.3,3.9,
