"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YAULI (000)",18765,4975,7609,5104,271,625,181
"Conviviente (001)",5682,1267,2605,1568,72,144,26
"Separado(a) (002)",708,210,149,292,8,24,25
"Casado(a) (003)",7343,1825,3358,1806,116,213,25
"Viudo(a) (004)",490,95,102,250,5,29,9
"Divorciado(a) (005)",102,24,37,33,3,4,1
"Soltero(a) (006)",4440,1554,1358,1155,67,211,95
"Hombres (008)",13810,3169,7173,3018,178,260,12
"Conviviente (009)",4531,903,2488,1022,55,61,2
"Separado(a) (010)",255,66,111,68,4,6,
"Casado(a) (011)",5852,1388,3234,1092,71,63,4
"Viudo(a) (012)",171,31,62,69,3,6,
"Divorciado(a) (013)",60,13,31,12,1,3,
"Soltero(a) (014)",2941,768,1247,755,44,121,6
"Mujeres (016)",4955,1806,436,2086,93,365,169
"Conviviente (017)",1151,364,117,546,17,83,24
"Separado(a) (018)",453,144,38,224,4,18,25
"Casado(a) (019)",1491,437,124,714,45,150,21
"Viudo(a) (020)",319,64,40,181,2,23,9
"Divorciado(a) (021)",42,11,6,21,2,1,1
"Soltero(a) (022)",1499,786,111,400,23,90,89
,,,,,,,
"URBANA (024)",16240,4611,6253,4523,246,432,175
"Conviviente (025)",4788,1131,2066,1393,65,109,24
"Separado(a) (026)",611,201,109,257,8,14,22
"Casado(a) (027)",6553,1725,2931,1613,101,158,25
"Viudo(a) (028)",378,93,63,196,5,12,9
"Divorciado(a) (029)",82,24,23,29,3,2,1
"Soltero(a) (030)",3828,1437,1061,1035,64,137,94
"Hombres (032)",11782,2862,5979,2608,159,163,11
"Conviviente (033)",3756,781,1997,888,49,39,2
"Separado(a) (034)",200,62,85,47,4,2,
"Casado(a) (035)",5172,1294,2838,933,61,42,4
"Viudo(a) (036)",125,30,44,47,3,1,
"Divorciado(a) (037)",45,13,19,11,1,1,
"Soltero(a) (038)",2484,682,996,682,41,78,5
"Mujeres (040)",4458,1749,274,1915,87,269,164
"Conviviente (041)",1032,350,69,505,16,70,22
"Separado(a) (042)",411,139,24,210,4,12,22
"Casado(a) (043)",1381,431,93,680,40,116,21
"Viudo(a) (044)",253,63,19,149,2,11,9
"Divorciado(a) (045)",37,11,4,18,2,1,1
"Soltero(a) (046)",1344,755,65,353,23,59,89
,,,,,,,
"RURAL (048)",2525,364,1356,581,25,193,6
"Conviviente (049)",894,136,539,175,7,35,2
"Separado(a) (050)",97,9,40,35,,10,3
"Casado(a) (051)",790,100,427,193,15,55,
"Viudo(a) (052)",112,2,39,54,,17,
"Divorciado(a) (053)",20,,14,4,,2,
"Soltero(a) (054)",612,117,297,120,3,74,1
"Hombres (056)",2028,307,1194,410,19,97,1
"Conviviente (057)",775,122,491,134,6,22,
"Separado(a) (058)",55,4,26,21,,4,
"Casado(a) (059)",680,94,396,159,10,21,
"Viudo(a) (060)",46,1,18,22,,5,
"Divorciado(a) (061)",15,,12,1,,2,
"Soltero(a) (062)",457,86,251,73,3,43,1
"Mujeres (064)",497,57,162,171,6,96,5
"Conviviente (065)",119,14,48,41,1,13,2
"Separado(a) (066)",42,5,14,14,,6,3
"Casado(a) (067)",110,6,31,34,5,34,
"Viudo(a) (068)",66,1,21,32,,12,
"Divorciado(a) (069)",5,,2,3,,,
"Soltero(a) (070)",155,31,46,47,,31,
