"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LA UNION (000)",106,30,76
"Sin nivel (001)",16,,16
"Primaria (003)",37,13,24
"Secundaria (004)",27,8,19
"Superior no univ. incompleta (005)",5,1,4
"Superior no univ. completa (006)",10,6,4
"Superior univ. incompleta (007)",3,1,2
"Superior univ. completa (008)",8,1,7
"De 14 a 29 años (010)",52,23,29
"Sin nivel (011)",2,,2
"Primaria (013)",18,9,9
"Secundaria (014)",18,7,11
"Superior no univ. incompleta (015)",4,1,3
"Superior no univ. completa (016)",6,4,2
"Superior univ. incompleta (017)",2,1,1
"Superior univ. completa (018)",2,1,1
"De 30 a 44 años (020)",28,3,25
"Sin nivel (021)",4,,4
"Primaria (023)",11,2,9
"Secundaria (024)",6,1,5
"Superior no univ. incompleta (025)",1,,1
"Superior no univ. completa (026)",2,,2
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",3,,3
"De 45 a 64 años (030)",20,4,16
"Sin nivel (031)",6,,6
"Primaria (033)",7,2,5
"Secundaria (034)",2,,2
"Superior no univ. completa (036)",2,2,
"Superior univ. completa (038)",3,,3
"De 65 y más años (040)",6,,6
"Sin nivel (041)",4,,4
"Primaria (043)",1,,1
"Secundaria (044)",1,,1
,,,
"AREA URBANA (050)",73,14,59
"Sin nivel (051)",13,,13
"Primaria (053)",20,2,18
"Secundaria (054)",20,5,15
"Superior no univ. incompleta (055)",4,,4
"Superior no univ. completa (056)",9,6,3
"Superior univ. incompleta (057)",2,1,1
"Superior univ. completa (058)",5,,5
"De 14 a 29 años (060)",33,10,23
"Sin nivel (061)",1,,1
"Primaria (063)",9,1,8
"Secundaria (064)",12,4,8
"Superior no univ. incompleta (065)",3,,3
"Superior no univ. completa (066)",5,4,1
"Superior univ. incompleta (067)",2,1,1
"Superior univ. completa (068)",1,,1
"De 30 a 44 años (070)",20,2,18
"Sin nivel (071)",4,,4
"Primaria (073)",7,1,6
"Secundaria (074)",5,1,4
"Superior no univ. incompleta (075)",1,,1
"Superior no univ. completa (076)",2,,2
"Superior univ. completa (078)",1,,1
"De 45 a 64 años (080)",14,2,12
"Sin nivel (081)",4,,4
"Primaria (083)",3,,3
"Secundaria (084)",2,,2
"Superior no univ. completa (086)",2,2,
"Superior univ. completa (088)",3,,3
"De 65 y más años (090)",6,,6
"Sin nivel (091)",4,,4
"Primaria (093)",1,,1
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",33,16,17
"Sin nivel (101)",3,,3
"Primaria (103)",17,11,6
"Secundaria (104)",7,3,4
"Superior no univ. incompleta (105)",1,1,
"Superior no univ. completa (106)",1,,1
"Superior univ. incompleta (107)",1,,1
"Superior univ. completa (108)",3,1,2
"De 14 a 29 años (110)",19,13,6
"Sin nivel (111)",1,,1
"Primaria (113)",9,8,1
"Secundaria (114)",6,3,3
"Superior no univ. incompleta (115)",1,1,
"Superior no univ. completa (116)",1,,1
"Superior univ. completa (118)",1,1,
"De 30 a 44 años (120)",8,1,7
"Primaria (123)",4,1,3
"Secundaria (124)",1,,1
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",2,,2
"De 45 a 64 años (130)",6,2,4
"Sin nivel (131)",2,,2
"Primaria (133)",4,2,2
