"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHUCUITO (000)",46602,44605,15855,5584,5684,4449,6396,3880,1875,882,1997,108888
"De 12 a 14 años (001)",4381,4361,4352,6,3,,,,,,20,12
"De 15 a 19 años (002)",6484,6382,5765,523,83,9,2,,,,102,724
"De 20 a 24 años (003)",5680,5108,2478,1567,812,201,42,8,,,572,4021
"De 25 a 29 años (004)",5257,4707,1078,1276,1338,697,293,22,3,,550,7440
"De 30 a 34 años (005)",4109,3839,536,650,1022,796,692,120,17,6,270,9026
"De 35 a 39 años (006)",3888,3746,368,452,766,759,1012,314,63,12,142,11322
"De 40 a 44 años (007)",3175,3093,259,250,471,520,936,482,148,27,82,11516
"De 45 a 49 años (008)",2810,2748,177,213,350,395,814,516,223,60,62,11555
"De 50 y más años (009)",10818,10621,842,647,839,1072,2605,2418,1421,777,197,53272
"PEA (010)",17720,16748,4001,2717,2635,2010,2738,1572,738,337,972,46132
"De 12 a 14 años (011)",166,165,163,2,,,,,,,1,2
"De 15 a 19 años (012)",1381,1352,1121,200,25,5,1,,,,29,269
"De 20 a 24 años (013)",2576,2298,1147,727,323,85,13,3,,,278,1702
"De 25 a 29 años (014)",2626,2312,602,666,617,306,112,8,1,,314,3348
"De 30 a 34 años (015)",2081,1936,282,363,519,381,318,58,12,3,145,4422
"De 35 a 39 años (016)",1910,1832,178,238,390,388,472,129,31,6,78,5374
"De 40 a 44 años (017)",1533,1486,112,142,246,245,437,234,61,9,47,5415
"De 45 a 49 años (018)",1377,1343,94,115,181,183,399,241,103,27,34,5517
"De 50 y más años (019)",4070,4024,302,264,334,417,986,899,530,292,46,20083
"Ocupada (020)",16574,15747,3364,2598,2552,1946,2670,1550,732,335,827,45148
