"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CUTERVO (000)",97156,54612,5682,711,36239
"Conviviente (001)",28890,16568,1211,145,10984
"Separado(a) (002)",2749,1370,150,20,1210
"Casado(a) (003)",24188,12341,2409,241,9242
"Viudo(a) (004)",3786,1635,109,25,2020
"Divorciado(a) (005)",315,133,30,3,149
"Soltero(a) (006)",37228,22565,1773,277,12634
"Hombres (008)",48406,25629,2821,386,19626
"Conviviente (009)",14070,7366,593,75,6044
"Separado(a) (010)",514,174,34,7,299
"Casado(a) (011)",11938,5683,1250,139,4901
"Viudo(a) (012)",957,349,28,10,571
"Divorciado(a) (013)",108,32,8,2,66
"Soltero(a) (014)",20819,12025,908,153,7745
"Mujeres (016)",48750,28983,2861,325,16613
"Conviviente (017)",14820,9202,618,70,4940
"Separado(a) (018)",2235,1196,116,13,911
"Casado(a) (019)",12250,6658,1159,102,4341
"Viudo(a) (020)",2829,1286,81,15,1449
"Divorciado(a) (021)",207,101,22,1,83
"Soltero(a) (022)",16409,10540,865,124,4889
,,,,,
"URBANA (024)",20465,4777,4110,421,11197
"Conviviente (025)",5286,1181,773,69,3266
"Separado(a) (026)",778,181,118,18,462
"Casado(a) (027)",5516,916,1827,155,2639
"Viudo(a) (028)",727,152,87,17,472
"Divorciado(a) (029)",99,16,27,3,53
"Soltero(a) (030)",8059,2331,1278,159,4305
"Hombres (032)",9907,2074,2002,233,5622
"Conviviente (033)",2575,460,370,38,1707
"Separado(a) (034)",159,28,32,7,92
"Casado(a) (035)",2743,386,945,90,1337
"Viudo(a) (036)",175,28,21,6,121
"Divorciado(a) (037)",31,1,7,2,21
"Soltero(a) (038)",4224,1171,627,90,2344
"Mujeres (040)",10558,2703,2108,188,5575
"Conviviente (041)",2711,721,403,31,1559
"Separado(a) (042)",619,153,86,11,370
"Casado(a) (043)",2773,530,882,65,1302
"Viudo(a) (044)",552,124,66,11,351
"Divorciado(a) (045)",68,15,20,1,32
"Soltero(a) (046)",3835,1160,651,69,1961
,,,,,
"RURAL (048)",76691,49835,1572,290,25042
"Conviviente (049)",23604,15387,438,76,7718
"Separado(a) (050)",1971,1189,32,2,748
"Casado(a) (051)",18672,11425,582,86,6603
"Viudo(a) (052)",3059,1483,22,8,1548
"Divorciado(a) (053)",216,117,3,,96
"Soltero(a) (054)",29169,20234,495,118,8329
"Hombres (056)",38499,23555,819,153,14004
"Conviviente (057)",11495,6906,223,37,4337
"Separado(a) (058)",355,146,2,,207
"Casado(a) (059)",9195,5297,305,49,3564
"Viudo(a) (060)",782,321,7,4,450
"Divorciado(a) (061)",77,31,1,,45
"Soltero(a) (062)",16595,10854,281,63,5401
"Mujeres (064)",38192,26280,753,137,11038
"Conviviente (065)",12109,8481,215,39,3381
"Separado(a) (066)",1616,1043,30,2,541
"Casado(a) (067)",9477,6128,277,37,3039
"Viudo(a) (068)",2277,1162,15,4,1098
"Divorciado(a) (069)",139,86,2,,51
"Soltero(a) (070)",12574,9380,214,55,2928
