"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CANGALLO (000)",9924,245,2987,3369,2427,896
"Empleado (001)",1034,3,269,508,243,11
"Obrero (002)",968,4,381,343,203,37
"Trabajador independiente (003)",5061,24,1195,1727,1447,668
"Empleador o patrono (004)",128,1,39,50,31,7
"Trabajador familiar no remunerado (005)",2270,202,878,600,440,150
"Trabajador del hogar (006)",48,4,33,7,4,
"Desocupado (008)",415,7,192,134,59,23
"Hombres (009)",6477,141,1906,2227,1602,601
"Empleado (010)",656,2,160,319,166,9
"Obrero (011)",835,3,337,298,174,23
"Trabajador independiente (012)",3663,16,821,1261,1074,491
"Empleador o patrono (013)",88,1,25,40,18,4
"Trabajador familiar no remunerado (014)",879,114,410,189,115,51
"Trabajador del hogar (015)",6,1,4,,1,
"Desocupado (017)",350,4,149,120,54,23
"Mujeres (018)",3447,104,1081,1142,825,295
"Empleado (019)",378,1,109,189,77,2
"Obrero (020)",133,1,44,45,29,14
"Trabajador independiente (021)",1398,8,374,466,373,177
"Empleador o patrono (022)",40,,14,10,13,3
"Trabajador familiar no remunerado (023)",1391,88,468,411,325,99
"Trabajador del hogar (024)",42,3,29,7,3,
"Desocupado (026)",65,3,43,14,5,
,,,,,,
"URBANA (027)",3734,78,1040,1437,890,289
"Empleado (028)",810,3,192,411,194,10
"Obrero (029)",292,2,99,121,62,8
"Trabajador independiente (030)",1858,17,442,683,491,225
"Empleador o patrono (031)",41,1,10,14,12,4
"Trabajador familiar no remunerado (032)",583,51,219,161,114,38
"Trabajador del hogar (033)",24,2,16,4,2,
"Desocupado (035)",126,2,62,43,15,4
"Hombres (036)",2413,56,671,919,582,185
"Empleado (037)",494,2,113,246,125,8
"Obrero (038)",242,2,86,97,52,5
"Trabajador independiente (039)",1315,11,304,489,350,161
"Empleador o patrono (040)",30,1,7,10,10,2
"Trabajador familiar no remunerado (041)",233,38,116,42,32,5
"Trabajador del hogar (042)",5,1,4,,,
"Desocupado (044)",94,1,41,35,13,4
"Mujeres (045)",1321,22,369,518,308,104
"Empleado (046)",316,1,79,165,69,2
"Obrero (047)",50,,13,24,10,3
"Trabajador independiente (048)",543,6,138,194,141,64
"Empleador o patrono (049)",11,,3,4,2,2
"Trabajador familiar no remunerado (050)",350,13,103,119,82,33
"Trabajador del hogar (051)",19,1,12,4,2,
"Desocupado (053)",32,1,21,8,2,
,,,,,,
"RURAL (054)",6190,167,1947,1932,1537,607
"Empleado (055)",224,,77,97,49,1
"Obrero (056)",676,2,282,222,141,29
"Trabajador independiente (057)",3203,7,753,1044,956,443
"Empleador o patrono (058)",87,,29,36,19,3
"Trabajador familiar no remunerado (059)",1687,151,659,439,326,112
"Trabajador del hogar (060)",24,2,17,3,2,
"Desocupado (062)",289,5,130,91,44,19
"Hombres (063)",4064,85,1235,1308,1020,416
"Empleado (064)",162,,47,73,41,1
"Obrero (065)",593,1,251,201,122,18
"Trabajador independiente (066)",2348,5,517,772,724,330
"Empleador o patrono (067)",58,,18,30,8,2
"Trabajador familiar no remunerado (068)",646,76,294,147,83,46
"Trabajador del hogar (069)",1,,,,1,
"Desocupado (071)",256,3,108,85,41,19
"Mujeres (072)",2126,82,712,624,517,191
"Empleado (073)",62,,30,24,8,
"Obrero (074)",83,1,31,21,19,11
"Trabajador independiente (075)",855,2,236,272,232,113
"Empleador o patrono (076)",29,,11,6,11,1
"Trabajador familiar no remunerado (077)",1041,75,365,292,243,66
"Trabajador del hogar (078)",23,2,17,3,1,
"Desocupado (080)",33,2,22,6,3,
