"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LORETO (000)",50375,4490,954,26574,14560,1088,1085,583,1041
"Hombres (001)",27288,1720,484,13513,8988,712,752,415,704
"Mujeres (002)",23087,2770,470,13061,5572,376,333,168,337
"PEA (003)",18954,1288,18,8107,6584,699,905,425,928
"Hombres (004)",14507,863,14,5992,5425,551,685,327,650
"Mujeres (005)",4447,425,4,2115,1159,148,220,98,278
"Ocupada (006)",17623,1100,17,7584,6056,675,870,407,914
"Hombres (007)",13440,717,13,5583,4977,537,661,314,638
"Mujeres (008)",4183,383,4,2001,1079,138,209,93,276
"Desocupada (009)",1331,188,1,523,528,24,35,18,14
"Hombres (010)",1067,146,1,409,448,14,24,13,12
"Mujeres (011)",264,42,,114,80,10,11,5,2
"No PEA (012)",31421,3202,936,18467,7976,389,180,158,113
"Hombres (013)",12781,857,470,7521,3563,161,67,88,54
"Mujeres (014)",18640,2345,466,10946,4413,228,113,70,59
,,,,,,,,,
"URBANA (018)",22068,687,314,9702,8479,827,870,423,766
"Hombres (019)",12063,206,145,4716,5042,527,597,296,534
"Mujeres (020)",10005,481,169,4986,3437,300,273,127,232
"PEA (021)",9138,201,6,2908,3830,520,722,286,665
"Hombres (022)",6615,88,3,1868,3007,396,547,220,486
"Mujeres (023)",2523,113,3,1040,823,124,175,66,179
"Ocupada (024)",8619,191,6,2773,3534,500,690,273,652
"Hombres (025)",6215,78,3,1770,2767,385,526,211,475
"Mujeres (026)",2404,113,3,1003,767,115,164,62,177
"Desocupada (027)",519,10,,135,296,20,32,13,13
"Hombres (028)",400,10,,98,240,11,21,9,11
"Mujeres (029)",119,,,37,56,9,11,4,2
"No PEA (030)",12930,486,308,6794,4649,307,148,137,101
"Hombres (031)",5448,118,142,2848,2035,131,50,76,48
"Mujeres (032)",7482,368,166,3946,2614,176,98,61,53
,,,,,,,,,
"RURAL (036)",28307,3803,640,16872,6081,261,215,160,275
"Hombres (037)",15225,1514,339,8797,3946,185,155,119,170
"Mujeres (038)",13082,2289,301,8075,2135,76,60,41,105
"PEA (039)",9816,1087,12,5199,2754,179,183,139,263
"Hombres (040)",7892,775,11,4124,2418,155,138,107,164
"Mujeres (041)",1924,312,1,1075,336,24,45,32,99
"Ocupada (042)",9004,909,11,4811,2522,175,180,134,262
"Hombres (043)",7225,639,10,3813,2210,152,135,103,163
"Mujeres (044)",1779,270,1,998,312,23,45,31,99
"Desocupada (045)",812,178,1,388,232,4,3,5,1
"Hombres (046)",667,136,1,311,208,3,3,4,1
"Mujeres (047)",145,42,,77,24,1,,1,
"No PEA (048)",18491,2716,628,11673,3327,82,32,21,12
"Hombres (049)",7333,739,328,4673,1528,30,17,12,6
"Mujeres (050)",11158,1977,300,7000,1799,52,15,9,6
