"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CARABAYA (000)",63010,7221,992,32336,19037,984,862,613,965
"Hombres (001)",32769,1840,483,16458,11747,623,554,401,663
"Mujeres (002)",30241,5381,509,15878,7290,361,308,212,302
"PEA (003)",27265,3292,27,12662,8848,532,731,323,850
"Hombres (004)",17485,1085,11,7947,6713,395,490,251,593
"Mujeres (005)",9780,2207,16,4715,2135,137,241,72,257
"Ocupada (006)",24576,3167,20,11608,7518,479,676,290,818
"Hombres (007)",15403,1007,6,7114,5662,358,457,225,574
"Mujeres (008)",9173,2160,14,4494,1856,121,219,65,244
"Desocupada (009)",2689,125,7,1054,1330,53,55,33,32
"Hombres (010)",2082,78,5,833,1051,37,33,26,19
"Mujeres (011)",607,47,2,221,279,16,22,7,13
"No PEA (012)",35745,3929,965,19674,10189,452,131,290,115
"Hombres (013)",15284,755,472,8511,5034,228,64,150,70
"Mujeres (014)",20461,3174,493,11163,5155,224,67,140,45
,,,,,,,,,
"URBANA (018)",25909,2225,413,11860,8923,645,632,444,767
"Hombres (019)",13063,494,197,5654,5144,373,395,279,527
"Mujeres (020)",12846,1731,216,6206,3779,272,237,165,240
"PEA (021)",9648,728,6,3406,3710,348,539,226,685
"Hombres (022)",6182,225,5,2035,2673,243,351,170,480
"Mujeres (023)",3466,503,1,1371,1037,105,188,56,205
"Ocupada (024)",8154,659,2,2917,2901,311,492,206,666
"Hombres (025)",5057,184,2,1661,2045,218,324,156,467
"Mujeres (026)",3097,475,,1256,856,93,168,50,199
"Desocupada (027)",1494,69,4,489,809,37,47,20,19
"Hombres (028)",1125,41,3,374,628,25,27,14,13
"Mujeres (029)",369,28,1,115,181,12,20,6,6
"No PEA (030)",16261,1497,407,8454,5213,297,93,218,82
"Hombres (031)",6881,269,192,3619,2471,130,44,109,47
"Mujeres (032)",9380,1228,215,4835,2742,167,49,109,35
,,,,,,,,,
"RURAL (036)",37101,4996,579,20476,10114,339,230,169,198
"Hombres (037)",19706,1346,286,10804,6603,250,159,122,136
"Mujeres (038)",17395,3650,293,9672,3511,89,71,47,62
"PEA (039)",17617,2564,21,9256,5138,184,192,97,165
"Hombres (040)",11303,860,6,5912,4040,152,139,81,113
"Mujeres (041)",6314,1704,15,3344,1098,32,53,16,52
"Ocupada (042)",16422,2508,18,8691,4617,168,184,84,152
"Hombres (043)",10346,823,4,5453,3617,140,133,69,107
"Mujeres (044)",6076,1685,14,3238,1000,28,51,15,45
"Desocupada (045)",1195,56,3,565,521,16,8,13,13
"Hombres (046)",957,37,2,459,423,12,6,12,6
"Mujeres (047)",238,19,1,106,98,4,2,1,7
"No PEA (048)",19484,2432,558,11220,4976,155,38,72,33
"Hombres (049)",8403,486,280,4892,2563,98,20,41,23
"Mujeres (050)",11081,1946,278,6328,2413,57,18,31,10
