"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUACAYBAMBA (000)",20408,10195,859,173,9192
"Menos de 1 año (001)",432,372,14,3,43
"De 1 a 14 años (002)",8540,7280,320,83,864
"De 15 a 29 años (003)",4304,1336,107,23,2838
"De 30 a 44 años (004)",3428,647,253,45,2485
"De 45 a 64 años (005)",2494,395,146,17,1938
"De 65 y mas años (006)",1210,165,19,2,1024
"Hombres (008)",10201,4978,452,102,4678
"Menos de 1 año (009)",214,186,8,,20
"De 1 a 14 años (010)",4353,3727,165,38,429
"De 15 a 29 años (011)",2177,585,52,15,1525
"De 30 a 44 años (012)",1658,228,119,33,1279
"De 45 a 64 años (013)",1234,179,97,15,945
"De 65 y mas años (014)",565,73,11,1,480
"Mujeres (016)",10207,5217,407,71,4514
"Menos de 1 año (017)",218,186,6,3,23
"De 1 a 14 años (018)",4187,3553,155,45,435
"De 15 a 29 años (019)",2127,751,55,8,1313
"De 30 a 44 años (020)",1770,419,134,12,1206
"De 45 a 64 años (021)",1260,216,49,2,993
"De 65 y mas años (022)",645,92,8,1,544
,,,,,
"URBANA (024)",3704,1470,550,71,1614
"Menos de 1 año (025)",64,44,6,1,13
"De 1 a 14 años (026)",1373,943,199,11,220
"De 15 a 29 años (027)",831,225,71,9,526
"De 30 a 44 años (028)",745,137,159,36,414
"De 45 a 64 años (029)",489,83,100,14,292
"De 65 y mas años (030)",202,38,15,,149
"Hombres (032)",1864,695,291,54,825
"Menos de 1 año (033)",27,18,3,,6
"De 1 a 14 años (034)",687,480,102,4,101
"De 15 a 29 años (035)",418,92,37,7,282
"De 30 a 44 años (036)",373,46,74,31,223
"De 45 a 64 años (037)",265,44,66,12,143
"De 65 y mas años (038)",94,15,9,,70
"Mujeres (040)",1840,775,259,17,789
"Menos de 1 año (041)",37,26,3,1,7
"De 1 a 14 años (042)",686,463,97,7,119
"De 15 a 29 años (043)",413,133,34,2,244
"De 30 a 44 años (044)",372,91,85,5,191
"De 45 a 64 años (045)",224,39,34,2,149
"De 65 y mas años (046)",108,23,6,,79
,,,,,
"RURAL (048)",16704,8725,309,102,7578
"Menos de 1 año (049)",368,328,8,2,30
"De 1 a 14 años (050)",7167,6337,121,72,644
"De 15 a 29 años (051)",3473,1111,36,14,2312
"De 30 a 44 años (052)",2683,510,94,9,2071
"De 45 a 64 años (053)",2005,312,46,3,1646
"De 65 y mas años (054)",1008,127,4,2,875
"Hombres (056)",8337,4283,161,48,3853
"Menos de 1 año (057)",187,168,5,,14
"De 1 a 14 años (058)",3666,3247,63,34,328
"De 15 a 29 años (059)",1759,493,15,8,1243
"De 30 a 44 años (060)",1285,182,45,2,1056
"De 45 a 64 años (061)",969,135,31,3,802
"De 65 y mas años (062)",471,58,2,1,410
"Mujeres (064)",8367,4442,148,54,3725
"Menos de 1 año (065)",181,160,3,2,16
"De 1 a 14 años (066)",3501,3090,58,38,316
"De 15 a 29 años (067)",1714,618,21,6,1069
"De 30 a 44 años (068)",1398,328,49,7,1015
"De 45 a 64 años (069)",1036,177,15,,844
"De 65 y mas años (070)",537,69,2,1,465
