"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CUTERVO (000)",128874,6589,36827,24864,18445,15539,10797,7284,8529
"Quechua (001)",65,,17,7,12,11,7,9,2
"Aymara (002)",26,4,7,6,3,1,1,1,3
"Ashaninca (003)",12,,5,1,2,1,1,1,1
"Otra lengua nativa (004)",11,,3,2,1,2,,,3
"Castellano (005)",128288,6570,36710,24792,18357,15426,10729,7222,8482
"Es sordomudo/a (007)",472,15,85,56,70,98,59,51,38
"Hombres (009)",64685,3450,18825,12729,8951,7592,5162,3679,4297
"Quechua (010)",31,,6,3,5,6,4,6,1
"Aymara (011)",12,2,6,1,2,1,,,
"Ashaninca (012)",6,,2,1,1,1,,,1
"Otra lengua nativa (013)",5,,1,2,,1,,,1
"Castellano (014)",64368,3438,18768,12686,8900,7530,5127,3642,4277
"Es sordomudo/a (016)",263,10,42,36,43,53,31,31,17
"Mujeres (018)",64189,3139,18002,12135,9494,7947,5635,3605,4232
"Quechua (019)",34,,11,4,7,5,3,3,1
"Aymara (020)",14,2,1,5,1,,1,1,3
"Ashaninca (021)",6,,3,,1,,1,1,
"Otra lengua nativa (022)",6,,2,,1,1,,,2
"Castellano (023)",63920,3132,17942,12106,9457,7896,5602,3580,4205
"Es sordomudo/a (025)",209,5,43,20,27,45,28,20,21
,,,,,,,,,
"URBANA (027)",25364,985,5958,5177,4081,3693,2406,1400,1664
"Quechua (028)",21,,4,2,4,5,3,2,1
"Aymara (029)",9,1,2,2,2,1,1,,
"Ashaninca (030)",5,,3,,1,,1,,
"Otra lengua nativa (031)",6,,2,1,1,1,,,1
"Castellano (032)",25288,984,5941,5165,4068,3680,2398,1395,1657
"Es sordomudo/a (034)",35,,6,7,5,6,3,3,5
"Hombres (036)",12457,522,3028,2542,1896,1781,1162,721,805
"Quechua (037)",11,,2,1,1,3,1,2,1
"Aymara (038)",6,1,2,1,1,1,,,
"Ashaninca (039)",3,,2,,1,,,,
"Otra lengua nativa (040)",1,,,1,,,,,
"Castellano (041)",12418,521,3019,2536,1888,1776,1160,716,802
"Es sordomudo/a (043)",18,,3,3,5,1,1,3,2
"Mujeres (045)",12907,463,2930,2635,2185,1912,1244,679,859
"Quechua (046)",10,,2,1,3,2,2,,
"Aymara (047)",3,,,1,1,,1,,
"Ashaninca (048)",2,,1,,,,1,,
"Otra lengua nativa (049)",5,,2,,1,1,,,1
"Castellano (050)",12870,463,2922,2629,2180,1904,1238,679,855
"Es sordomudo/a (052)",17,,3,4,,5,2,,3
,,,,,,,,,
"RURAL (054)",103510,5604,30869,19687,14364,11846,8391,5884,6865
"Quechua (055)",44,,13,5,8,6,4,7,1
"Aymara (056)",17,3,5,4,1,,,1,3
"Ashaninca (057)",7,,2,1,1,1,,1,1
"Otra lengua nativa (058)",5,,1,1,,1,,,2
"Castellano (059)",103000,5586,30769,19627,14289,11746,8331,5827,6825
"Es sordomudo/a (061)",437,15,79,49,65,92,56,48,33
"Hombres (063)",52228,2928,15797,10187,7055,5811,4000,2958,3492
"Quechua (064)",20,,4,2,4,3,3,4,
"Aymara (065)",6,1,4,,1,,,,
"Ashaninca (066)",3,,,1,,1,,,1
"Otra lengua nativa (067)",4,,1,1,,1,,,1
"Castellano (068)",51950,2917,15749,10150,7012,5754,3967,2926,3475
"Es sordomudo/a (070)",245,10,39,33,38,52,30,28,15
"Mujeres (072)",51282,2676,15072,9500,7309,6035,4391,2926,3373
"Quechua (073)",24,,9,3,4,3,1,3,1
"Aymara (074)",11,2,1,4,,,,1,3
"Ashaninca (075)",4,,2,,1,,,1,
"Otra lengua nativa (076)",1,,,,,,,,1
"Castellano (077)",51050,2669,15020,9477,7277,5992,4364,2901,3350
"Es sordomudo/a (079)",192,5,40,16,27,40,26,20,18
