"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia JAEN (000)",45065,897,19938,12481,3969,1369,548,157,23,,5683
"Conviviente (001)",22878,487,10930,6466,1831,584,201,52,7,,2320
"Separado(a) (002)",3296,89,1402,963,382,147,53,14,6,,240
"Casado(a) (003)",11820,171,5287,3580,1245,445,188,63,6,,835
"Viudo(a) (004)",3009,95,1461,786,220,84,49,19,3,,292
"Divorciado(a) (005)",283,11,119,77,43,8,6,,,,19
"Soltero(a) (006)",3779,44,739,609,248,101,51,9,1,,1977
,,,,,,,,,,,
"URBANA (008)",24025,411,9087,6864,2538,948,406,114,16,,3641
"Conviviente (009)",11175,217,4617,3370,1066,382,146,31,4,,1342
"Separado(a) (010)",2024,54,798,631,253,88,32,11,5,,152
"Casado(a) (011)",6603,70,2467,2043,893,347,153,53,5,,572
"Viudo(a) (012)",1430,39,661,356,117,49,31,12,1,,164
"Divorciado(a) (013)",183,7,75,44,33,6,3,,,,15
"Soltero(a) (014)",2610,24,469,420,176,76,41,7,1,,1396
,,,,,,,,,,,
"RURAL (016)",21040,486,10851,5617,1431,421,142,43,7,,2042
"Conviviente (017)",11703,270,6313,3096,765,202,55,21,3,,978
"Separado(a) (018)",1272,35,604,332,129,59,21,3,1,,88
"Casado(a) (019)",5217,101,2820,1537,352,98,35,10,1,,263
"Viudo(a) (020)",1579,56,800,430,103,35,18,7,2,,128
"Divorciado(a) (021)",100,4,44,33,10,2,3,,,,4
"Soltero(a) (022)",1169,20,270,189,72,25,10,2,,,581
