"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUAYTARA (000)",8262,5903,517,493,1349
"Hombres (001)",5938,3893,386,444,1215
"Mujeres (002)",2324,2010,131,49,134
"De 06 a 14 años (003)",147,142,3,2,
"Hombres (004)",96,92,3,1,
"Mujeres (005)",51,50,,1,
"De 15 a 29 años (006)",2152,1406,167,146,433
"Hombres (007)",1542,913,124,130,375
"Mujeres (008)",610,493,43,16,58
"De 30 a 44 años (009)",2859,1741,211,248,659
"Hombres (010)",2102,1116,150,227,609
"Mujeres (011)",757,625,61,21,50
"De 45 a 64 años (012)",2140,1680,118,95,247
"Hombres (013)",1525,1121,97,84,223
"Mujeres (014)",615,559,21,11,24
"De 65 y más años (015)",964,934,18,2,10
"Hombres (016)",673,651,12,2,8
"Mujeres (017)",291,283,6,,2
,,,,,
"URBANA (018)",2411,1732,277,110,292
"Hombres (019)",1590,1098,190,84,218
"Mujeres (020)",821,634,87,26,74
"De 06 a 14 años (021)",61,58,2,1,
"Hombres (022)",39,37,2,,
"Mujeres (023)",22,21,,1,
"De 15 a 29 años (024)",660,454,78,28,100
"Hombres (025)",452,308,55,20,69
"Mujeres (026)",208,146,23,8,31
"De 30 a 44 años (027)",853,571,122,49,111
"Hombres (028)",548,343,81,37,87
"Mujeres (029)",305,228,41,12,24
"De 45 a 64 años (030)",609,437,64,32,76
"Hombres (031)",400,268,47,27,58
"Mujeres (032)",209,169,17,5,18
"De 65 y más años (033)",228,212,11,,5
"Hombres (034)",151,142,5,,4
"Mujeres (035)",77,70,6,,1
,,,,,
"RURAL (036)",5851,4171,240,383,1057
"Hombres (037)",4348,2795,196,360,997
"Mujeres (038)",1503,1376,44,23,60
"De 06 a 14 años (039)",86,84,1,1,
"Hombres (040)",57,55,1,1,
"Mujeres (041)",29,29,,,
"De 15 a 29 años (042)",1492,952,89,118,333
"Hombres (043)",1090,605,69,110,306
"Mujeres (044)",402,347,20,8,27
"De 30 a 44 años (045)",2006,1170,89,199,548
"Hombres (046)",1554,773,69,190,522
"Mujeres (047)",452,397,20,9,26
"De 45 a 64 años (048)",1531,1243,54,63,171
"Hombres (049)",1125,853,50,57,165
"Mujeres (050)",406,390,4,6,6
"De 65 y más años (051)",736,722,7,2,5
"Hombres (052)",522,509,7,2,4
"Mujeres (053)",214,213,,,1
