"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHACHAPOYAS (000)",671,14,353,183,94,27
"Conviviente (001)",133,,66,48,17,2
"Separado(a) (002)",17,,6,10,1,
"Casado(a) (003)",155,,14,67,58,16
"Viudo(a) (004)",8,,,2,,6
"Soltero(a) (006)",358,14,267,56,18,3
"Hombres (008)",422,8,191,124,78,21
"Conviviente (009)",93,,36,40,15,2
"Separado(a) (010)",1,,,1,,
"Casado(a) (011)",121,,5,49,52,15
"Viudo(a) (012)",3,,,,,3
"Soltero(a) (014)",204,8,150,34,11,1
"Mujeres (016)",249,6,162,59,16,6
"Conviviente (017)",40,,30,8,2,
"Separado(a) (018)",16,,6,9,1,
"Casado(a) (019)",34,,9,18,6,1
"Viudo(a) (020)",5,,,2,,3
"Soltero(a) (022)",154,6,117,22,7,2
,,,,,,
"AREA URBANA (024)",573,9,309,157,79,19
"Conviviente (025)",116,,58,40,16,2
"Separado(a) (026)",17,,6,10,1,
"Casado(a) (027)",127,,13,56,45,13
"Viudo(a) (028)",3,,,2,,1
"Soltero(a) (030)",310,9,232,49,17,3
"Hombres (032)",346,5,163,99,64,15
"Conviviente (033)",78,,29,33,14,2
"Separado(a) (034)",1,,,1,,
"Casado(a) (035)",94,,5,38,39,12
"Soltero(a) (038)",173,5,129,27,11,1
"Mujeres (040)",227,4,146,58,15,4
"Conviviente (041)",38,,29,7,2,
"Separado(a) (042)",16,,6,9,1,
"Casado(a) (043)",33,,8,18,6,1
"Viudo(a) (044)",3,,,2,,1
"Soltero(a) (046)",137,4,103,22,6,2
,,,,,,
"AREA RURAL (048)",98,5,44,26,15,8
"Conviviente (049)",17,,8,8,1,
"Casado(a) (051)",28,,1,11,13,3
"Viudo(a) (052)",5,,,,,5
"Soltero(a) (054)",48,5,35,7,1,
"Hombres (056)",76,3,28,25,14,6
"Conviviente (057)",15,,7,7,1,
"Casado(a) (059)",27,,,11,13,3
"Viudo(a) (060)",3,,,,,3
"Soltero(a) (062)",31,3,21,7,,
"Mujeres (064)",22,2,16,1,1,2
"Conviviente (065)",2,,1,1,,
"Casado(a) (067)",1,,1,,,
"Viudo(a) (068)",2,,,,,2
"Soltero(a) (070)",17,2,14,,1,
