"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia NAZCA (000)",52916,3807,1374,13933,21316,3197,4527,1834,2928
"Jefe o Jefa (001)",15726,706,9,3656,6695,1039,1713,654,1254
"Esposa(o)/ compa¤era(o) (002)",8563,436,1,1844,3863,555,1062,216,586
"Hijo(a)/ hijastro(a) (003)",20069,1707,1018,6031,7497,1158,1204,727,727
"Yerno/ nuera (004)",837,1,,56,442,95,129,38,76
"Nieto(a) (005)",2455,425,236,997,641,48,47,49,12
"Padres/ suegros (006)",646,222,,291,101,5,12,3,12
"Otro(a) pariente (007)",3526,250,100,872,1577,227,243,87,170
"Trabajador(a) del hogar (008)",103,1,,21,65,7,6,2,1
"Pensionista (009)",89,3,,9,44,13,6,7,7
"Otro(a) no pariente (010)",902,56,10,156,391,50,105,51,83
"Hombres (012)",26663,1505,688,6899,11365,1582,2063,1069,1492
"Jefe o Jefa (013)",10833,230,2,2305,4942,736,1173,519,926
"Esposa(o)/ compa¤era(o) (014)",822,16,,165,446,50,70,33,42
"Hijo(a)/ hijastro(a) (015)",10484,860,513,3219,4125,554,520,376,317
"Yerno/ nuera (016)",422,,,27,212,46,73,22,42
"Nieto(a) (017)",1283,232,122,501,346,23,21,29,9
"Padres/ suegros (018)",215,35,,124,47,2,2,2,3
"Otro(a) pariente (019)",1932,105,45,462,934,125,120,44,97
"Trabajador(a) del hogar (020)",49,1,,9,31,3,3,2,
"Pensionista (021)",62,1,,7,30,10,5,5,4
"Otro(a) no pariente (022)",561,25,6,80,252,33,76,37,52
"Mujeres (024)",26253,2302,686,7034,9951,1615,2464,765,1436
"Jefe o Jefa (025)",4893,476,7,1351,1753,303,540,135,328
"Esposa(o)/ compa¤era(o) (026)",7741,420,1,1679,3417,505,992,183,544
"Hijo(a)/ hijastro(a) (027)",9585,847,505,2812,3372,604,684,351,410
"Yerno/ nuera (028)",415,1,,29,230,49,56,16,34
"Nieto(a) (029)",1172,193,114,496,295,25,26,20,3
"Padres/ suegros (030)",431,187,,167,54,3,10,1,9
"Otro(a) pariente (031)",1594,145,55,410,643,102,123,43,73
"Trabajador(a) del hogar (032)",54,,,12,34,4,3,,1
"Pensionista (033)",27,2,,2,14,3,1,2,3
"Otro(a) no pariente (034)",341,31,4,76,139,17,29,14,31
,,,,,,,,,
"URBANA (036)",46310,3032,1250,11644,18604,2951,4244,1753,2832
"Jefe o Jefa (037)",13660,483,8,2835,5904,974,1612,628,1216
"Esposa(o)/ compa¤era(o) (038)",7420,250,1,1449,3392,524,1018,208,578
"Hijo(a)/ hijastro(a) (039)",17680,1491,926,5321,6410,1042,1105,694,691
"Yerno/ nuera (040)",751,1,,49,381,91,120,36,73
"Nieto(a) (041)",2222,384,220,888,587,45,44,45,9
"Padres/ suegros (042)",581,189,,263,98,4,12,3,12
"Otro(a) pariente (043)",3085,200,85,714,1410,207,225,80,164
"Trabajador(a) del hogar (044)",95,1,,16,62,7,6,2,1
"Pensionista (045)",85,1,,8,43,13,6,7,7
