"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia CANGALLO",,,
"Viviendas particulares (001)",4477,4121,356
"Ocupantes presentes (002)",16115,14897,1218
"Casa independiente",,,
"Viviendas particulares (004)",4381,4028,353
"Ocupantes presentes (005)",15840,14631,1209
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (010)",35,33,2
"Ocupantes presentes (011)",90,82,8
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",32,31,1
"Ocupantes presentes (014)",103,102,1
"Choza o cabaña",,,
"Viviendas particulares (016)",23,23,
"Ocupantes presentes (017)",63,63,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",6,6,
"Ocupantes presentes (023)",19,19,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",2064,1857,207
"Ocupantes presentes (029)",7309,6605,704
"Casa independiente",,,
"Viviendas particulares (031)",1992,1788,204
"Ocupantes presentes (032)",7102,6407,695
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (037)",35,33,2
"Ocupantes presentes (038)",90,82,8
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",32,31,1
"Ocupantes presentes (041)",103,102,1
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",5,5,
"Ocupantes presentes (050)",14,14,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",2413,2264,149
"Ocupantes presentes (056)",8806,8292,514
"Casa independiente",,,
"Viviendas particulares (058)",2389,2240,149
"Ocupantes presentes (059)",8738,8224,514
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",23,23,
"Ocupantes presentes (071)",63,63,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",5,5,
"Otro tipo",,,
