"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LUCANAS (000)",23947,23043,6420,2661,2648,2193,3323,2542,1746,1510,904,77575
"De 12 a 14 años (001)",2227,2203,2191,11,1,,,,,,24,13
"De 15 a 19 años (002)",2785,2741,2349,323,53,11,5,,,,44,482
"De 20 a 24 años (003)",2353,2105,803,759,407,101,32,3,,,248,2028
"De 25 a 29 años (004)",2162,1949,295,567,568,327,156,31,5,,213,3590
"De 30 a 34 años (005)",1993,1882,161,315,491,421,387,95,12,,111,4949
"De 35 a 39 años (006)",1910,1839,101,189,367,370,481,233,86,12,71,6470
"De 40 a 44 años (007)",1778,1729,98,106,219,256,476,352,154,68,49,7686
"De 45 a 49 años (008)",1475,1451,72,90,129,175,346,332,189,118,24,7446
"De 50 y más años (009)",7264,7144,350,301,413,532,1440,1496,1300,1312,120,44911
"PEA (010)",7680,7303,1242,1069,1167,938,1178,798,511,400,377,25366
"De 12 a 14 años (011)",82,82,77,4,1,,,,,,,6
"De 15 a 19 años (012)",429,418,339,65,11,2,1,,,,11,97
"De 20 a 24 años (013)",753,654,289,233,99,21,11,1,,,99,546
"De 25 a 29 años (014)",894,783,167,242,224,109,35,5,1,,111,1207
"De 30 a 34 años (015)",854,793,100,168,233,163,112,13,4,,61,1726
"De 35 a 39 años (016)",951,912,60,124,219,193,208,79,24,5,39,2806
"De 40 a 44 años (017)",832,806,54,55,143,154,205,130,50,15,26,3117
"De 45 a 49 años (018)",653,644,43,65,88,103,153,109,56,27,9,2689
"De 50 y más años (019)",2232,2211,113,113,149,193,453,461,376,353,21,13172
"Ocupada (020)",7422,7074,1145,1027,1142,920,1154,785,507,394,348,24932
"De 12 a 14 años (021)",76,76,71,4,1,,,,,,,6
