"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JORGE BASADRE (000)",8962,662,2744,1339,4335
"Hombres (001)",5457,345,1834,1015,2344
"Mujeres (002)",3505,317,910,324,1991
"PEA (003)",5718,270,1961,722,2847
"Hombres (004)",4125,175,1575,628,1814
"Mujeres (005)",1593,95,386,94,1033
"Ocupada (006)",5571,261,1940,720,2732
"Hombres (007)",4053,171,1563,627,1759
"Mujeres (008)",1518,90,377,93,973
"Desocupada (009)",147,9,21,2,115
"Hombres (010)",72,4,12,1,55
"Mujeres (011)",75,5,9,1,60
"No PEA (012)",3244,392,783,617,1488
"Hombres (013)",1332,170,259,387,530
"Mujeres (014)",1912,222,524,230,958
,,,,,
"URBANA (018)",5669,361,2247,1158,2015
"Hombres (019)",3557,200,1485,878,1069
"Mujeres (020)",2112,161,762,280,946
"PEA (021)",3455,172,1563,570,1226
"Hombres (022)",2601,120,1265,502,775
"Mujeres (023)",854,52,298,68,451
"Ocupada (024)",3363,168,1544,569,1158
"Hombres (025)",2552,118,1253,501,741
"Mujeres (026)",811,50,291,68,417
"Desocupada (027)",92,4,19,1,68
"Hombres (028)",49,2,12,1,34
"Mujeres (029)",43,2,7,,34
"No PEA (030)",2214,189,684,588,789
"Hombres (031)",956,80,220,376,294
"Mujeres (032)",1258,109,464,212,495
,,,,,
"RURAL (036)",3293,301,497,181,2320
"Hombres (037)",1900,145,349,137,1275
"Mujeres (038)",1393,156,148,44,1045
"PEA (039)",2263,98,398,152,1621
"Hombres (040)",1524,55,310,126,1039
"Mujeres (041)",739,43,88,26,582
"Ocupada (042)",2208,93,396,151,1574
"Hombres (043)",1501,53,310,126,1018
"Mujeres (044)",707,40,86,25,556
"Desocupada (045)",55,5,2,1,47
"Hombres (046)",23,2,,,21
"Mujeres (047)",32,3,2,1,26
"No PEA (048)",1030,203,99,29,699
"Hombres (049)",376,90,39,11,236
"Mujeres (050)",654,113,60,18,463
