"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",207,11,95,56,35,10
"Conviviente (001)",36,,17,14,4,1
"Separado(a) (002)",3,,,2,1,
"Casado(a) (003)",51,,4,19,21,7
"Viudo(a) (004)",1,,,,,1
"Soltero(a) (006)",116,11,74,21,9,1
"Hombres (008)",146,4,59,46,29,8
"Conviviente (009)",26,,10,12,3,1
"Separado(a) (010)",2,,,1,1,
"Casado(a) (011)",45,,3,18,18,6
"Viudo(a) (012)",1,,,,,1
"Soltero(a) (014)",72,4,46,15,7,
"Mujeres (016)",61,7,36,10,6,2
"Conviviente (017)",10,,7,2,1,
"Separado(a) (018)",1,,,1,,
"Casado(a) (019)",6,,1,1,3,1
"Soltero(a) (022)",44,7,28,6,2,1
,,,,,,
"AREA URBANA (024)",120,4,47,39,22,8
"Conviviente (025)",22,,10,9,3,
"Separado(a) (026)",2,,,1,1,
"Casado(a) (027)",35,,2,14,13,6
"Viudo(a) (028)",1,,,,,1
"Soltero(a) (030)",60,4,35,15,5,1
"Hombres (032)",90,1,34,32,17,6
"Conviviente (033)",16,,7,7,2,
"Separado(a) (034)",2,,,1,1,
"Casado(a) (035)",30,,2,13,10,5
"Viudo(a) (036)",1,,,,,1
"Soltero(a) (038)",41,1,25,11,4,
"Mujeres (040)",30,3,13,7,5,2
"Conviviente (041)",6,,3,2,1,
"Casado(a) (043)",5,,,1,3,1
"Soltero(a) (046)",19,3,10,4,1,1
,,,,,,
"AREA RURAL (048)",87,7,48,17,13,2
"Conviviente (049)",14,,7,5,1,1
"Separado(a) (050)",1,,,1,,
"Casado(a) (051)",16,,2,5,8,1
"Soltero(a) (054)",56,7,39,6,4,
"Hombres (056)",56,3,25,14,12,2
"Conviviente (057)",10,,3,5,1,1
"Casado(a) (059)",15,,1,5,8,1
"Soltero(a) (062)",31,3,21,4,3,
"Mujeres (064)",31,4,23,3,1,
"Conviviente (065)",4,,4,,,
"Separado(a) (066)",1,,,1,,
"Casado(a) (067)",1,,1,,,
"Soltero(a) (070)",25,4,18,2,1,
