"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MORROPON (000)",4066,116,1855,1033,847,215
"Sin nivel (001)",477,7,73,137,162,98
"Educación inicial (002)",7,1,6,,,
"Primaria (003)",1768,84,640,470,468,106
"Secundaria (004)",1408,24,890,320,166,8
"Superior no univ. incompleta (005)",121,,76,32,13,
"Superior no univ. completa (006)",137,,86,33,18,
"Superior univ. incompleta (007)",67,,42,18,6,1
"Superior univ. completa (008)",81,,42,23,14,2
"Hombres (010)",3487,93,1478,925,786,205
"Sin nivel (011)",430,5,61,124,147,93
"Educación inicial (012)",5,1,4,,,
"Primaria (013)",1602,69,549,438,444,102
"Secundaria (014)",1193,18,719,298,151,7
"Superior no univ. incompleta (015)",74,,45,19,10,
"Superior no univ. completa (016)",77,,45,18,14,
"Superior univ. incompleta (017)",49,,28,14,6,1
"Superior univ. completa (018)",57,,27,14,14,2
"Mujeres (020)",579,23,377,108,61,10
"Sin nivel (021)",47,2,12,13,15,5
"Educación inicial (022)",2,,2,,,
"Primaria (023)",166,15,91,32,24,4
"Secundaria (024)",215,6,171,22,15,1
"Superior no univ. incompleta (025)",47,,31,13,3,
"Superior no univ. completa (026)",60,,41,15,4,
"Superior univ. incompleta (027)",18,,14,4,,
"Superior univ. completa (028)",24,,15,9,,
,,,,,,
"Area Urbana (030)",2362,63,1083,593,495,128
"Sin nivel (031)",219,3,29,57,78,52
"Educación inicial (032)",6,,6,,,
"Primaria (033)",874,45,291,223,249,66
"Secundaria (034)",919,15,554,220,123,7
"Superior no univ. incompleta (035)",96,,56,29,11,
"Superior no univ. completa (036)",112,,71,25,16,
"Superior univ. incompleta (037)",65,,40,18,6,1
"Superior univ. completa (038)",71,,36,21,12,2
"Hombres (040)",1940,50,818,508,445,119
"Sin nivel (041)",191,1,25,50,68,47
"Educación inicial (042)",4,,4,,,
"Primaria (043)",760,37,232,198,230,63
"Secundaria (044)",773,12,442,204,109,6
"Superior no univ. incompleta (045)",55,,29,18,8,
"Superior no univ. completa (046)",60,,36,12,12,
"Superior univ. incompleta (047)",48,,27,14,6,1
"Superior univ. completa (048)",49,,23,12,12,2
"Mujeres (050)",422,13,265,85,50,9
"Sin nivel (051)",28,2,4,7,10,5
"Educación inicial (052)",2,,2,,,
"Primaria (053)",114,8,59,25,19,3
"Secundaria (054)",146,3,112,16,14,1
"Superior no univ. incompleta (055)",41,,27,11,3,
"Superior no univ. completa (056)",52,,35,13,4,
"Superior univ. incompleta (057)",17,,13,4,,
"Superior univ. completa (058)",22,,13,9,,
,,,,,,
"Area Rural (060)",1704,53,772,440,352,87
"Sin nivel (061)",258,4,44,80,84,46
"Educación inicial (062)",1,1,,,,
"Primaria (063)",894,39,349,247,219,40
"Secundaria (064)",489,9,336,100,43,1
"Superior no univ. incompleta (065)",25,,20,3,2,
"Superior no univ. completa (066)",25,,15,8,2,
"Superior univ. incompleta (067)",2,,2,,,
"Superior univ. completa (068)",10,,6,2,2,
"Hombres (070)",1547,43,660,417,341,86
"Sin nivel (071)",239,4,36,74,79,46
"Educación inicial (072)",1,1,,,,
"Primaria (073)",842,32,317,240,214,39
"Secundaria (074)",420,6,277,94,42,1
"Superior no univ. incompleta (075)",19,,16,1,2,
"Superior no univ. completa (076)",17,,9,6,2,
"Superior univ. incompleta (077)",1,,1,,,
"Superior univ. completa (078)",8,,4,2,2,
"Mujeres (080)",157,10,112,23,11,1
"Sin nivel (081)",19,,8,6,5,
"Primaria (083)",52,7,32,7,5,1
"Secundaria (084)",69,3,59,6,1,
"Superior no univ. incompleta (085)",6,,4,2,,
"Superior no univ. completa (086)",8,,6,2,,
"Superior univ. incompleta (087)",1,,1,,,
"Superior univ. completa (088)",2,,2,,,
