"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia OCROS",,,,,,,,,
"Viviendas particulares (001)",2513,169,2061,7,112,85,35,16,28
"Ocupantes presentes (002)",9130,590,7338,31,590,306,113,46,116
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2419,166,2043,7,100,61,19,9,14
"Ocupantes presentes (005)",8804,582,7252,31,555,219,61,28,76
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",3,3,,,,,,,
"Ocupantes presentes (008)",8,8,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",9,,9,,,,,,
"Ocupantes presentes (014)",44,,44,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",79,,8,,12,23,16,7,13
"Ocupantes presentes (017)",268,,41,,35,86,52,18,36
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,1,,,1,,,
"Ocupantes presentes (023)",2,,1,,,1,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1420,74,1270,3,43,5,9,8,8
"Ocupantes presentes (029)",5236,264,4490,21,329,8,34,24,66
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1408,71,1261,3,43,5,9,8,8
"Ocupantes presentes (032)",5184,256,4446,21,329,8,34,24,66
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",3,3,,,,,,,
"Ocupantes presentes (035)",8,8,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",9,,9,,,,,,
"Ocupantes presentes (041)",44,,44,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1093,95,791,4,69,80,26,8,20
"Ocupantes presentes (056)",3894,326,2848,10,261,298,79,22,50
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1011,95,782,4,57,56,10,1,6
"Ocupantes presentes (059)",3620,326,2806,10,226,211,27,4,10
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",79,,8,,12,23,16,7,13
"Ocupantes presentes (071)",268,,41,,35,86,52,18,36
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,1,,,1,,,
"Ocupantes presentes (077)",2,,1,,,1,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",4,,,,,,,,4
