"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ANTABAMBA (000)",10506,2731,2333,2105,1986,1351
"Hombres (001)",5341,1432,1209,1108,980,612
"Mujeres (002)",5165,1299,1124,997,1006,739
"PEA (003)",4180,69,1053,1385,1144,529
"Hombres (004)",2738,43,686,926,746,337
"Mujeres (005)",1442,26,367,459,398,192
"Ocupada (006)",4079,69,1016,1346,1127,521
"Hombres (007)",2650,43,654,892,732,329
"Mujeres (008)",1429,26,362,454,395,192
"Desocupada (009)",101,,37,39,17,8
"Hombres (010)",88,,32,34,14,8
"Mujeres (011)",13,,5,5,3,
"No PEA (012)",6326,2662,1280,720,842,822
"Hombres (013)",2603,1389,523,182,234,275
"Mujeres (014)",3723,1273,757,538,608,547
,,,,,,
"URBANA (018)",7445,2062,1696,1457,1348,882
"Hombres (019)",3708,1066,887,726,652,377
"Mujeres (020)",3737,996,809,731,696,505
"PEA (021)",2708,56,697,924,738,293
"Hombres (022)",1706,36,448,580,466,176
"Mujeres (023)",1002,20,249,344,272,117
"Ocupada (024)",2629,56,670,892,724,287
"Hombres (025)",1639,36,425,553,455,170
"Mujeres (026)",990,20,245,339,269,117
"Desocupada (027)",79,,27,32,14,6
"Hombres (028)",67,,23,27,11,6
"Mujeres (029)",12,,4,5,3,
"No PEA (030)",4737,2006,999,533,610,589
"Hombres (031)",2002,1030,439,146,186,201
"Mujeres (032)",2735,976,560,387,424,388
,,,,,,
"RURAL (036)",3061,669,637,648,638,469
"Hombres (037)",1633,366,322,382,328,235
"Mujeres (038)",1428,303,315,266,310,234
"PEA (039)",1472,13,356,461,406,236
"Hombres (040)",1032,7,238,346,280,161
"Mujeres (041)",440,6,118,115,126,75
"Ocupada (042)",1450,13,346,454,403,234
"Hombres (043)",1011,7,229,339,277,159
"Mujeres (044)",439,6,117,115,126,75
"Desocupada (045)",22,,10,7,3,2
"Hombres (046)",21,,9,7,3,2
"Mujeres (047)",1,,1,,,
"No PEA (048)",1589,656,281,187,232,233
"Hombres (049)",601,359,84,36,48,74
"Mujeres (050)",988,297,197,151,184,159
