"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CARAVELI (000)",28097,1944,3686,968,21557
"Conviviente (001)",10038,365,1079,213,8394
"Separado(a) (002)",962,37,81,37,809
"Casado(a) (003)",6032,160,1406,384,4102
"Viudo(a) (004)",830,37,96,38,662
"Divorciado(a) (005)",147,4,23,8,112
"Soltero(a) (006)",10088,1341,1001,288,7478
"Hombres (008)",16266,899,2289,713,12411
"Conviviente (009)",5448,107,693,161,4499
"Separado(a) (010)",456,11,48,26,372
"Casado(a) (011)",3472,75,851,286,2279
"Viudo(a) (012)",299,12,28,17,244
"Divorciado(a) (013)",97,3,17,5,72
"Soltero(a) (014)",6494,691,652,218,4945
"Mujeres (016)",11831,1045,1397,255,9146
"Conviviente (017)",4590,258,386,52,3895
"Separado(a) (018)",506,26,33,11,437
"Casado(a) (019)",2560,85,555,98,1823
"Viudo(a) (020)",531,25,68,21,418
"Divorciado(a) (021)",50,1,6,3,40
"Soltero(a) (022)",3594,650,349,70,2533
,,,,,
"URBANA (024)",17761,1411,2847,685,12864
"Conviviente (025)",6019,249,834,148,4799
"Separado(a) (026)",633,25,55,30,524
"Casado(a) (027)",4067,116,1117,284,2566
"Viudo(a) (028)",552,27,83,33,412
"Divorciado(a) (029)",84,3,16,6,59
"Soltero(a) (030)",6406,991,742,184,4504
"Hombres (032)",9425,644,1620,478,6719
"Conviviente (033)",3018,75,488,104,2361
"Separado(a) (034)",266,7,30,20,209
"Casado(a) (035)",2188,50,634,203,1316
"Viudo(a) (036)",178,9,21,15,135
"Divorciado(a) (037)",46,2,10,3,31
"Soltero(a) (038)",3729,501,437,133,2667
"Mujeres (040)",8336,767,1227,207,6145
"Conviviente (041)",3001,174,346,44,2438
"Separado(a) (042)",367,18,25,10,315
"Casado(a) (043)",1879,66,483,81,1250
"Viudo(a) (044)",374,18,62,18,277
"Divorciado(a) (045)",38,1,6,3,28
"Soltero(a) (046)",2677,490,305,51,1837
,,,,,
"RURAL (048)",10336,533,839,283,8693
"Conviviente (049)",4019,116,245,65,3595
"Separado(a) (050)",329,12,26,7,285
"Casado(a) (051)",1965,44,289,100,1536
"Viudo(a) (052)",278,10,13,5,250
"Divorciado(a) (053)",63,1,7,2,53
"Soltero(a) (054)",3682,350,259,104,2974
"Hombres (056)",6841,255,669,235,5692
"Conviviente (057)",2430,32,205,57,2138
"Separado(a) (058)",190,4,18,6,163
"Casado(a) (059)",1284,25,217,83,963
"Viudo(a) (060)",121,3,7,2,109
"Divorciado(a) (061)",51,1,7,2,41
"Soltero(a) (062)",2765,190,215,85,2278
"Mujeres (064)",3495,278,170,48,3001
"Conviviente (065)",1589,84,40,8,1457
"Separado(a) (066)",139,8,8,1,122
"Casado(a) (067)",681,19,72,17,573
"Viudo(a) (068)",157,7,6,3,141
"Divorciado(a) (069)",12,,,,12
"Soltero(a) (070)",917,160,44,19,696
