"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CHUPACA (000)",49021,2198,11131,9830,6893,6198,4666,3452,4653
"Quechua (001)",3162,9,79,155,196,386,471,552,1314
"Aymara (002)",17,3,,,3,3,1,4,3
"Ashaninca (003)",9,,1,3,2,3,,,
"Otra lengua nativa (004)",135,4,20,18,24,15,17,18,19
"Castellano (005)",45616,2181,11014,9640,6664,5777,4170,2873,3297
"Idioma extranjero (006)",2,,,,,,1,,1
"Es sordomudo/a (007)",80,1,17,14,4,14,6,5,19
"Hombres (009)",23634,1105,5629,5049,3294,2816,2130,1558,2053
"Quechua (010)",1257,2,47,97,99,181,188,209,434
"Aymara (011)",7,2,,,2,1,,2,
"Ashaninca (012)",9,,1,3,2,3,,,
"Otra lengua nativa (013)",58,2,6,11,11,5,5,10,8
"Castellano (014)",22264,1098,5568,4929,3177,2618,1933,1336,1605
"Es sordomudo/a (016)",39,1,7,9,3,8,4,1,6
"Mujeres (018)",25387,1093,5502,4781,3599,3382,2536,1894,2600
"Quechua (019)",1905,7,32,58,97,205,283,343,880
"Aymara (020)",10,1,,,1,2,1,2,3
"Otra lengua nativa (022)",77,2,14,7,13,10,12,8,11
"Castellano (023)",23352,1083,5446,4711,3487,3159,2237,1537,1692
"Idioma extranjero (024)",2,,,,,,1,,1
"Es sordomudo/a (025)",41,,10,5,1,6,2,4,13
,,,,,,,,,
"URBANA (027)",29666,1227,6405,6063,4386,3964,2878,2036,2707
"Quechua (028)",1813,4,39,95,127,234,256,323,735
"Aymara (029)",13,3,,,2,2,1,3,2
"Ashaninca (030)",8,,1,2,2,3,,,
"Otra lengua nativa (031)",129,4,20,17,24,13,17,17,17
"Castellano (032)",27653,1216,6337,5939,4229,3703,2601,1690,1938
"Idioma extranjero (033)",2,,,,,,1,,1
"Es sordomudo/a (034)",48,,8,10,2,9,2,3,14
"Hombres (036)",14451,624,3289,3079,2146,1845,1352,935,1181
"Quechua (037)",783,1,28,64,67,125,117,139,242
"Aymara (038)",5,2,,,1,1,,1,
"Ashaninca (039)",8,,1,2,2,3,,,
"Otra lengua nativa (040)",56,2,6,10,11,5,5,10,7
"Castellano (041)",13577,619,3251,2997,2064,1707,1229,784,926
"Es sordomudo/a (043)",22,,3,6,1,4,1,1,6
"Mujeres (045)",15215,603,3116,2984,2240,2119,1526,1101,1526
"Quechua (046)",1030,3,11,31,60,109,139,184,493
"Aymara (047)",8,1,,,1,1,1,2,2
"Otra lengua nativa (049)",73,2,14,7,13,8,12,7,10
"Castellano (050)",14076,597,3086,2942,2165,1996,1372,906,1012
"Idioma extranjero (051)",2,,,,,,1,,1
"Es sordomudo/a (052)",26,,5,4,1,5,1,2,8
,,,,,,,,,
"RURAL (054)",19355,971,4726,3767,2507,2234,1788,1416,1946
"Quechua (055)",1349,5,40,60,69,152,215,229,579
"Aymara (056)",4,,,,1,1,,1,1
"Ashaninca (057)",1,,,1,,,,,
"Otra lengua nativa (058)",6,,,1,,2,,1,2
"Castellano (059)",17963,965,4677,3701,2435,2074,1569,1183,1359
"Es sordomudo/a (061)",32,1,9,4,2,5,4,2,5
"Hombres (063)",9183,481,2340,1970,1148,971,778,623,872
"Quechua (064)",474,1,19,33,32,56,71,70,192
"Aymara (065)",2,,,,1,,,1,
"Ashaninca (066)",1,,,1,,,,,
"Otra lengua nativa (067)",2,,,1,,,,,1
"Castellano (068)",8687,479,2317,1932,1113,911,704,552,679
"Es sordomudo/a (070)",17,1,4,3,2,4,3,,
"Mujeres (072)",10172,490,2386,1797,1359,1263,1010,793,1074
"Quechua (073)",875,4,21,27,37,96,144,159,387
"Aymara (074)",2,,,,,1,,,1
"Otra lengua nativa (076)",4,,,,,2,,1,1
"Castellano (077)",9276,486,2360,1769,1322,1163,865,631,680
"Es sordomudo/a (079)",15,,5,1,,1,1,2,5
