"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia HUANCANE",,,,,,,,,
"Viviendas particulares (001)",22288,2513,2872,1198,13,8797,5335,1335,225
"Ocupantes presentes (002)",68806,8547,8785,3584,53,27035,16663,3571,568
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",17296,2495,2861,981,10,6655,2943,1153,198
"Ocupantes presentes (005)",53697,8499,8748,2912,46,20671,9186,3111,524
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,2,,,,,,,
"Ocupantes presentes (008)",5,5,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",8,8,,,,,,,
"Ocupantes presentes (011)",26,26,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",18,7,9,,,1,,1,
"Ocupantes presentes (014)",49,14,31,,,1,,3,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4943,,,217,3,2131,2388,179,25
"Ocupantes presentes (017)",14979,,,672,7,6340,7465,454,41
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,1,,
"Ocupantes presentes (020)",1,,,,,,1,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",9,1,2,,,1,3,2,
"Ocupantes presentes (023)",27,3,6,,,4,11,3,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",11,,,,,9,,,2
"Ocupantes presentes (026)",22,,,,,19,,,3
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3975,2236,707,124,2,342,292,195,77
"Ocupantes presentes (029)",13146,7741,2352,398,12,1036,921,522,164
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3938,2218,696,124,2,340,289,192,77
"Ocupantes presentes (032)",13043,7693,2315,398,12,1032,913,516,164
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,2,,,,,,,
"Ocupantes presentes (035)",5,5,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",8,8,,,,,,,
"Ocupantes presentes (038)",26,26,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",18,7,9,,,1,,1,
"Ocupantes presentes (041)",49,14,31,,,1,,3,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,1,,
"Ocupantes presentes (047)",1,,,,,,1,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,1,2,,,,2,2,
"Ocupantes presentes (050)",19,3,6,,,,7,3,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,1,,,
"Ocupantes presentes (053)",3,,,,,3,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",18313,277,2165,1074,11,8455,5043,1140,148
"Ocupantes presentes (056)",55660,806,6433,3186,41,25999,15742,3049,404
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",13358,277,2165,857,8,6315,2654,961,121
"Ocupantes presentes (059)",40654,806,6433,2514,34,19639,8273,2595,360
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4943,,,217,3,2131,2388,179,25
"Ocupantes presentes (071)",14979,,,672,7,6340,7465,454,41
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,,,1,1,,
"Ocupantes presentes (077)",8,,,,,4,4,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",10,,,,,8,,,2
"Ocupantes presentes (080)",19,,,,,16,,,3
