"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUANCA SANCOS (000)",168,75,93
"Sin nivel (001)",7,1,6
"Primaria (003)",72,32,40
"Secundaria (004)",67,33,34
"Superior no univ. incompleta (005)",4,2,2
"Superior no univ. completa (006)",10,5,5
"Superior univ. incompleta (007)",2,1,1
"Superior univ. completa (008)",6,1,5
"De 14 a 29 años (010)",52,28,24
"Primaria (013)",14,7,7
"Secundaria (014)",32,17,15
"Superior no univ. incompleta (015)",2,2,
"Superior no univ. completa (016)",3,2,1
"Superior univ. completa (018)",1,,1
"De 30 a 44 años (020)",72,32,40
"Sin nivel (021)",3,,3
"Primaria (023)",30,16,14
"Secundaria (024)",25,11,14
"Superior no univ. incompleta (025)",2,,2
"Superior no univ. completa (026)",5,3,2
"Superior univ. incompleta (027)",2,1,1
"Superior univ. completa (028)",5,1,4
"De 45 a 64 años (030)",41,15,26
"Sin nivel (031)",3,1,2
"Primaria (033)",27,9,18
"Secundaria (034)",9,5,4
"Superior no univ. completa (036)",2,,2
"De 65 y más años (040)",3,,3
"Sin nivel (041)",1,,1
"Primaria (043)",1,,1
"Secundaria (044)",1,,1
,,,
"AREA URBANA (050)",77,48,29
"Sin nivel (051)",1,1,
"Primaria (053)",28,21,7
"Secundaria (054)",35,20,15
"Superior no univ. incompleta (055)",3,2,1
"Superior no univ. completa (056)",6,3,3
"Superior univ. completa (058)",4,1,3
"De 14 a 29 años (060)",28,17,11
"Primaria (063)",5,3,2
"Secundaria (064)",18,11,7
"Superior no univ. incompleta (065)",2,2,
"Superior no univ. completa (066)",2,1,1
"Superior univ. completa (068)",1,,1
"De 30 a 44 años (070)",33,21,12
"Primaria (073)",14,12,2
"Secundaria (074)",12,6,6
"Superior no univ. incompleta (075)",1,,1
"Superior no univ. completa (076)",3,2,1
"Superior univ. completa (078)",3,1,2
"De 45 a 64 años (080)",15,10,5
"Sin nivel (081)",1,1,
"Primaria (083)",9,6,3
"Secundaria (084)",4,3,1
"Superior no univ. completa (086)",1,,1
"De 65 y más años (090)",1,,1
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",91,27,64
"Sin nivel (101)",6,,6
"Primaria (103)",44,11,33
"Secundaria (104)",32,13,19
"Superior no univ. incompleta (105)",1,,1
"Superior no univ. completa (106)",4,2,2
"Superior univ. incompleta (107)",2,1,1
"Superior univ. completa (108)",2,,2
"De 14 a 29 años (110)",24,11,13
"Primaria (113)",9,4,5
"Secundaria (114)",14,6,8
"Superior no univ. completa (116)",1,1,
"De 30 a 44 años (120)",39,11,28
"Sin nivel (121)",3,,3
"Primaria (123)",16,4,12
"Secundaria (124)",13,5,8
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",2,1,1
"Superior univ. incompleta (127)",2,1,1
"Superior univ. completa (128)",2,,2
"De 45 a 64 años (130)",26,5,21
"Sin nivel (131)",2,,2
"Primaria (133)",18,3,15
"Secundaria (134)",5,2,3
"Superior no univ. completa (136)",1,,1
"De 65 y más años (140)",2,,2
"Sin nivel (141)",1,,1
"Primaria (143)",1,,1
