"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia AZANGARO (000)",75967,41947,628,878,30865,583,12,147,28,879
"Hombres (001)",31179,21886,403,469,7565,287,9,74,27,459
"Mujeres (002)",44788,20061,225,409,23300,296,3,73,1,420
"De 06 a 14 años (003)",30334,29159,,,612,209,,21,,333
"Hombres (004)",15366,14802,,,272,115,,12,,165
"Mujeres (005)",14968,14357,,,340,94,,9,,168
"De 15 a 29 años (006)",21473,12462,8,287,8447,,3,29,27,210
"Hombres (007)",9184,6877,3,146,2009,,1,14,26,108
"Mujeres (008)",12289,5585,5,141,6438,,2,15,1,102
"De 30 a 44 años (009)",8640,275,25,189,8036,,4,21,1,89
"Hombres (010)",1905,176,11,97,1550,,4,9,1,57
"Mujeres (011)",6735,99,14,92,6486,,,12,,32
"De 45 a 64 años (012)",8330,42,168,224,7761,11,5,36,,83
"Hombres (013)",2096,26,101,125,1766,4,4,21,,49
"Mujeres (014)",6234,16,67,99,5995,7,1,15,,34
"De 65 y más años (015)",7190,9,427,178,6009,363,,40,,164
"Hombres (016)",2628,5,288,101,1968,168,,18,,80
"Mujeres (017)",4562,4,139,77,4041,195,,22,,84
,,,,,,,,,,
"AREA URBANA (018)",21742,12362,312,420,8330,88,6,14,16,194
"Hombres (019)",9358,6444,214,218,2292,49,4,6,16,115
"Mujeres (020)",12384,5918,98,202,6038,39,2,8,,79
"De 06 a 14 años (021)",8099,7829,,,176,34,,4,,56
"Hombres (022)",4117,3975,,,80,26,,2,,34
"Mujeres (023)",3982,3854,,,96,8,,2,,22
"De 15 a 29 años (024)",7227,4396,7,132,2615,,2,3,15,57
"Hombres (025)",3216,2386,3,58,718,,1,2,15,33
"Mujeres (026)",4011,2010,4,74,1897,,1,1,,24
"De 30 a 44 años (027)",2817,121,16,114,2535,,1,1,1,28
"Hombres (028)",709,71,9,63,547,,1,,1,17
"Mujeres (029)",2108,50,7,51,1988,,,1,,11
"De 45 a 64 años (030)",2042,13,105,104,1794,,3,1,,22
"Hombres (031)",657,9,63,57,509,,2,,,17
"Mujeres (032)",1385,4,42,47,1285,,1,1,,5
"De 65 y más años (033)",1557,3,184,70,1210,54,,5,,31
"Hombres (034)",659,3,139,40,438,23,,2,,14
"Mujeres (035)",898,,45,30,772,31,,3,,17
,,,,,,,,,,
"AREA RURAL (036)",54225,29585,316,458,22535,495,6,133,12,685
"Hombres (037)",21821,15442,189,251,5273,238,5,68,11,344
"Mujeres (038)",32404,14143,127,207,17262,257,1,65,1,341
"De 06 a 14 años (039)",22235,21330,,,436,175,,17,,277
"Hombres (040)",11249,10827,,,192,89,,10,,131
"Mujeres (041)",10986,10503,,,244,86,,7,,146
"De 15 a 29 años (042)",14246,8066,1,155,5832,,1,26,12,153
"Hombres (043)",5968,4491,,88,1291,,,12,11,75
"Mujeres (044)",8278,3575,1,67,4541,,1,14,1,78
"De 30 a 44 años (045)",5823,154,9,75,5501,,3,20,,61
"Hombres (046)",1196,105,2,34,1003,,3,9,,40
"Mujeres (047)",4627,49,7,41,4498,,,11,,21
"De 45 a 64 años (048)",6288,29,63,120,5967,11,2,35,,61
"Hombres (049)",1439,17,38,68,1257,4,2,21,,32
"Mujeres (050)",4849,12,25,52,4710,7,,14,,29
"De 65 y más años (051)",5633,6,243,108,4799,309,,35,,133
"Hombres (052)",1969,2,149,61,1530,145,,16,,66
"Mujeres (053)",3664,4,94,47,3269,164,,19,,67
