"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CELENDIN (000)",22834,309,9138,7502,2120,680,324,128,16,,2617
"Sin Nivel (001)",6520,136,2568,2142,560,192,109,52,7,,754
"Educación Inicial (002)",52,1,29,9,3,1,,,,,9
"Primaria (003)",12194,150,5371,3979,968,288,131,59,8,,1240
"Secundaria (004)",2088,17,849,674,177,58,21,8,,,284
"Sup. no Univ. Incompleta (005)",347,2,76,135,41,13,2,,,,78
"Sup. no Univ. Completa (006)",1181,3,180,436,260,94,38,7,,,163
"Sup. Univ. Incompleta (007)",85,,17,28,14,5,2,,,,19
"Sup. Univ. Completa (008)",367,,48,99,97,29,21,2,1,,70
,,,,,,,,,,,
"URBANA (010)",6153,63,2075,2036,761,273,141,50,6,,748
"Sin Nivel (011)",809,28,307,259,64,26,21,11,,,93
"Educación Inicial (012)",25,,14,4,2,1,,,,,4
"Primaria (013)",2452,22,1006,807,236,88,47,25,5,,216
"Secundaria (014)",1172,8,471,371,107,40,17,7,,,151
"Sup. no Univ. Incompleta (015)",280,2,64,108,32,9,2,,,,63
"Sup. no Univ. Completa (016)",1018,3,151,372,228,79,34,6,,,145
"Sup. Univ. Incompleta (017)",74,,17,24,10,4,1,,,,18
"Sup. Univ. Completa (018)",323,,45,91,82,26,19,1,1,,58
,,,,,,,,,,,
"RURAL (020)",16681,246,7063,5466,1359,407,183,78,10,,1869
"Sin Nivel (021)",5711,108,2261,1883,496,166,88,41,7,,661
"Educación Inicial (022)",27,1,15,5,1,,,,,,5
"Primaria (023)",9742,128,4365,3172,732,200,84,34,3,,1024
"Secundaria (024)",916,9,378,303,70,18,4,1,,,133
"Sup. no Univ. Incompleta (025)",67,,12,27,9,4,,,,,15
"Sup. no Univ. Completa (026)",163,,29,64,32,15,4,1,,,18
"Sup. Univ. Incompleta (027)",11,,,4,4,1,1,,,,1
"Sup. Univ. Completa (028)",44,,3,8,15,3,2,1,,,12
