"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SANCHEZ CARRION (000)",135592,3759,54276,33115,21663,15545,7234
"Jefe o Jefa (001)",30422,,57,6187,10879,9018,4281
"Esposa(o) / compañera(o) (002)",20306,,33,5786,7909,5105,1473
"Hijo(a) / hijastro(a) (003)",67715,2988,45879,16722,1752,361,13
"Yerno / nuera (004)",1049,,24,807,194,22,2
"Nieto(a) (005)",6806,547,5228,990,37,4,
"Padres / suegros (006)",1417,,,1,33,353,1030
"Otro(a) pariente (007)",6578,209,2839,2006,593,543,388
"Trabajador(a) del hogar (008)",207,,19,161,19,8,
"Pensionistas (009)",90,,5,48,23,11,3
"Otro(a) no pariente (010)",1002,15,192,407,224,120,44
"Hombres (011)",65847,1883,27382,15830,10104,7317,3331
"Jefe o Jefa (012)",22206,,28,4586,8312,6526,2754
"Esposa(o) / compañera(o) (013)",1240,,18,398,475,255,94
"Hijo(a) / hijastro(a) (014)",34402,1477,23236,8768,759,155,7
"Yerno / nuera (015)",471,,9,333,111,16,2
"Nieto(a) (016)",3325,298,2526,481,17,3,
"Padres / suegros (017)",334,,,,6,77,251
"Otro(a) pariente (018)",3326,97,1458,1080,281,205,205
"Trabajador(a) del hogar (019)",11,,4,6,,1,
"Pensionistas (020)",48,,2,21,17,8,
"Otro(a) no pariente (021)",484,11,101,157,126,71,18
"Mujeres (022)",69745,1876,26894,17285,11559,8228,3903
"Jefe o Jefa (023)",8216,,29,1601,2567,2492,1527
"Esposa(o) / compañera(o) (024)",19066,,15,5388,7434,4850,1379
"Hijo(a) / hijastro(a) (025)",33313,1511,22643,7954,993,206,6
"Yerno / nuera (026)",578,,15,474,83,6,
"Nieto(a) (027)",3481,249,2702,509,20,1,
"Padres / suegros (028)",1083,,,1,27,276,779
"Otro(a) pariente (029)",3252,112,1381,926,312,338,183
"Trabajador(a) del hogar (030)",196,,15,155,19,7,
"Pensionistas (031)",42,,3,27,6,3,3
"Otro(a) no pariente (032)",518,4,91,250,98,49,26
,,,,,,,
"URBANA (033)",35959,799,12696,9827,6505,4351,1781
"Jefe o Jefa (034)",8230,,28,1425,3267,2561,949
"Esposa(o) / compañera(o) (035)",4976,,8,1275,2146,1250,297
"Hijo(a) / hijastro(a) (036)",16660,576,10256,5156,564,105,3
"Yerno / nuera (037)",435,,12,312,97,14,
"Nieto(a) (038)",1982,175,1515,282,9,1,
"Padres / suegros (039)",451,,,1,8,123,319
"Otro(a) pariente (040)",2276,37,727,892,228,201,191
"Trabajador(a) del hogar (041)",174,,14,138,16,6,
"Pensionistas (042)",62,,4,35,14,7,2
"Otro(a) no pariente (043)",713,11,132,311,156,83,20
"Hombres (044)",16965,400,6363,4567,2871,1954,810
"Jefe o Jefa (045)",5311,,12,906,2161,1662,570
"Esposa(o) / compañera(o) (046)",485,,5,170,186,95,29
"Hijo(a) / hijastro(a) (047)",8361,278,5171,2615,251,45,1
"Yerno / nuera (048)",200,,7,125,56,12,
"Nieto(a) (049)",975,96,727,145,7,,
"Padres / suegros (050)",115,,,,2,30,83
"Otro(a) pariente (051)",1163,19,368,484,116,55,121
"Trabajador(a) del hogar (052)",6,,2,3,,1,
"Pensionistas (053)",26,,1,13,8,4,
"Otro(a) no pariente (054)",323,7,70,106,84,50,6
"Mujeres (055)",18994,399,6333,5260,3634,2397,971
"Jefe o Jefa (056)",2919,,16,519,1106,899,379
"Esposa(o) / compañera(o) (057)",4491,,3,1105,1960,1155,268
"Hijo(a) / hijastro(a) (058)",8299,298,5085,2541,313,60,2
"Yerno / nuera (059)",235,,5,187,41,2,
"Nieto(a) (060)",1007,79,788,137,2,1,
"Padres / suegros (061)",336,,,1,6,93,236
"Otro(a) pariente (062)",1113,18,359,408,112,146,70
"Trabajador(a) del hogar (063)",168,,12,135,16,5,
"Pensionistas (064)",36,,3,22,6,3,2
"Otro(a) no pariente (065)",390,4,62,205,72,33,14
,,,,,,,
"RURAL (066)",99633,2960,41580,23288,15158,11194,5453
"Jefe o Jefa (067)",22192,,29,4762,7612,6457,3332
"Esposa(o) / compañera(o) (068)",15330,,25,4511,5763,3855,1176
"Hijo(a) / hijastro(a) (069)",51055,2412,35623,11566,1188,256,10
"Yerno / nuera (070)",614,,12,495,97,8,2
"Nieto(a) (071)",4824,372,3713,708,28,3,
"Padres / suegros (072)",966,,,,25,230,711
"Otro(a) pariente (073)",4302,172,2112,1114,365,342,197
"Trabajador(a) del hogar (074)",33,,5,23,3,2,
"Pensionistas (075)",28,,1,13,9,4,1
"Otro(a) no pariente (076)",289,4,60,96,68,37,24
"Hombres (077)",48882,1483,21019,11263,7233,5363,2521
"Jefe o Jefa (078)",16895,,16,3680,6151,4864,2184
"Esposa(o) / compañera(o) (079)",755,,13,228,289,160,65
"Hijo(a) / hijastro(a) (080)",26041,1199,18065,6153,508,110,6
"Yerno / nuera (081)",271,,2,208,55,4,2
"Nieto(a) (082)",2350,202,1799,336,10,3,
"Padres / suegros (083)",219,,,,4,47,168
"Otro(a) pariente (084)",2163,78,1090,596,165,150,84
"Trabajador(a) del hogar (085)",5,,2,3,,,
"Pensionistas (086)",22,,1,8,9,4,
"Otro(a) no pariente (087)",161,4,31,51,42,21,12
"Mujeres (088)",50751,1477,20561,12025,7925,5831,2932
"Jefe o Jefa (089)",5297,,13,1082,1461,1593,1148
"Esposa(o) / compañera(o) (090)",14575,,12,4283,5474,3695,1111
"Hijo(a) / hijastro(a) (091)",25014,1213,17558,5413,680,146,4
"Yerno / nuera (092)",343,,10,287,42,4,
"Nieto(a) (093)",2474,170,1914,372,18,,
"Padres / suegros (094)",747,,,,21,183,543
