"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia EL COLLAO (000)",31072,29881,9118,3810,4154,3260,4764,2863,1912,1191
"Católica (001)",23081,22171,6890,2957,3248,2411,3444,1997,1224,910
"Cristiana/Evangélica (002)",4630,4476,1161,484,526,468,822,548,467,154
"Otra (003)",1787,1734,533,206,191,219,290,166,129,53
"Ninguna (004)",1574,1500,534,163,189,162,208,152,92,74
,,,,,,,,,,
"URBANA (006)",9616,9158,3168,1416,1542,1061,1151,552,268,458
"Católica (007)",7171,6829,2332,1095,1205,786,842,394,175,342
"Cristiana/Evangélica (008)",1418,1356,460,178,191,162,196,99,70,62
"Otra (009)",552,530,198,77,73,68,68,30,16,22
"Ninguna (010)",475,443,178,66,73,45,45,29,7,32
,,,,,,,,,,
"RURAL (012)",21456,20723,5950,2394,2612,2199,3613,2311,1644,733
"Católica (013)",15910,15342,4558,1862,2043,1625,2602,1603,1049,568
"Cristiana/Evangélica (014)",3212,3120,701,306,335,306,626,449,397,92
"Otra (015)",1235,1204,335,129,118,151,222,136,113,31
"Ninguna (016)",1099,1057,356,97,116,117,163,123,85,42
