"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia BAGUA (000)",17106,426,8134,4509,1398,436,194,62,10,,1937
"Conviviente (001)",8803,242,4622,2184,603,173,79,23,5,,872
"Separado(a) (002)",1246,44,602,351,105,32,18,2,1,,91
"Casado(a) (003)",4777,85,2136,1455,529,167,65,28,1,,311
"Viudo(a) (004)",1055,36,488,294,77,28,21,8,3,,100
"Divorciado(a) (005)",89,2,42,21,8,5,2,,,,9
"Soltero(a) (006)",1136,17,244,204,76,31,9,1,,,554
,,,,,,,,,,,
"URBANA (008)",8919,171,3479,2609,938,327,139,47,5,,1204
"Conviviente (009)",3839,75,1660,1137,353,115,51,18,2,,428
"Separado(a) (010)",758,26,321,241,71,28,11,1,,,59
"Casado(a) (011)",2846,41,1060,900,412,135,54,21,1,,222
"Viudo(a) (012)",561,17,245,158,41,21,15,6,2,,56
"Divorciado(a) (013)",63,1,25,20,8,5,,,,,4
"Soltero(a) (014)",852,11,168,153,53,23,8,1,,,435
,,,,,,,,,,,
"RURAL (016)",8187,255,4655,1900,460,109,55,15,5,,733
"Conviviente (017)",4964,167,2962,1047,250,58,28,5,3,,444
"Separado(a) (018)",488,18,281,110,34,4,7,1,1,,32
"Casado(a) (019)",1931,44,1076,555,117,32,11,7,,,89
"Viudo(a) (020)",494,19,243,136,36,7,6,2,1,,44
"Divorciado(a) (021)",26,1,17,1,,,2,,,,5
"Soltero(a) (022)",284,6,76,51,23,8,1,,,,119
