"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia BOLOGNESI (000)",11045,7962,1229,860,994
"Agric., ganadería, caza y silvicultura (001)",4772,4451,250,58,13
"Pesca (002)",2,1,,,1
"Explotación de minas y canteras (003)",688,211,140,109,228
"Industrias manufactureras (004)",366,278,35,42,11
"Suministro de electricidad, gas y agua (005)",30,10,3,17,
"Construcción (006)",826,373,201,145,107
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1069,984,62,20,3
"Venta, mant.y rep. veh.autom y motoc. (008)",101,65,25,9,2
"Comercio al por mayor (009)",76,73,2,,1
"Comercio al por menor (010)",892,846,35,11,
"Hoteles y restaurantes (011)",375,312,51,12,
"Trans., almac. y comunicaciones (012)",519,340,87,61,31
"Intermediación financiera (013)",4,1,1,1,1
"Activid.inmobil., empres. y alquileres (014)",310,128,84,68,30
"Admin.pub. y defensa; p. segur soc.afil (015)",346,,,,346
"Enseñanza (016)",552,137,110,218,87
"Servicios sociales y de salud (017)",115,25,8,14,68
"Otras activ. serv.comun.soc y personales (018)",276,178,53,29,16
"Hogares privados con servicio doméstico (019)",144,144,,,
"Actividad economica no especificada (021)",651,389,144,66,52
"Hombres (022)",7990,5465,1029,715,781
"Agric., ganadería, caza y silvicultura (023)",3627,3364,197,54,12
"Pesca (024)",1,1,,,
"Explotación de minas y canteras (025)",674,203,136,109,226
"Industrias manufactureras (026)",302,226,29,39,8
"Suministro de electricidad, gas y agua (027)",28,9,2,17,
"Construcción (028)",808,362,199,141,106
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",519,453,45,18,3
"Venta, mant.y rep. veh.autom y motoc. (030)",97,61,25,9,2
"Comercio al por mayor (031)",44,41,2,,1
"Comercio al por menor (032)",378,351,18,9,
"Hoteles y restaurantes (033)",123,86,27,10,
"Trans., almac. y comunicaciones (034)",498,326,84,58,30
"Intermediación financiera (035)",1,,1,,
"Activid.inmobil., empres. y alquileres (036)",257,100,71,57,29
"Admin.pub. y defensa; p. segur soc.afil (037)",244,,,,244
"Enseñanza (038)",281,52,60,126,43
"Servicios sociales y de salud (039)",38,10,5,4,19
"Otras activ. serv.comun.soc y personales (040)",154,79,40,21,14
"Hogares privados con servicio doméstico (041)",10,10,,,
"Actividad economica no especificada (043)",425,184,133,61,47
