"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia OXAPAMPA",,,,,,,,,
"Viviendas particulares (001)",3452,51,201,242,491,174,183,112,1998
"Ocupantes presentes (002)",13801,194,872,975,1799,743,685,486,8047
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2902,46,181,213,286,142,153,106,1775
"Ocupantes presentes (005)",11978,171,779,866,1187,625,581,453,7316
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",32,,,2,10,,7,1,12
"Ocupantes presentes (008)",87,,,2,24,,16,3,42
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",343,2,6,17,162,17,19,3,117
"Ocupantes presentes (011)",1138,12,23,66,491,68,62,19,397
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",131,1,4,9,31,13,4,1,68
"Ocupantes presentes (014)",429,3,27,36,88,41,26,9,199
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",9,,9,,,,,,
"Ocupantes presentes (017)",40,,40,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",19,,1,1,2,2,,1,12
"Ocupantes presentes (020)",76,,3,5,9,9,,2,48
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",16,2,,,,,,,14
"Ocupantes presentes (023)",53,8,,,,,,,45
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2628,51,183,241,479,174,183,111,1206
"Ocupantes presentes (029)",10338,194,798,968,1748,743,685,482,4720
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2087,46,172,212,274,142,153,105,983
"Ocupantes presentes (032)",8555,171,745,859,1136,625,581,449,3989
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",32,,,2,10,,7,1,12
"Ocupantes presentes (035)",87,,,2,24,,16,3,42
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",343,2,6,17,162,17,19,3,117
"Ocupantes presentes (038)",1138,12,23,66,491,68,62,19,397
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",131,1,4,9,31,13,4,1,68
"Ocupantes presentes (041)",429,3,27,36,88,41,26,9,199
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",19,,1,1,2,2,,1,12
"Ocupantes presentes (047)",76,,3,5,9,9,,2,48
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",16,2,,,,,,,14
"Ocupantes presentes (050)",53,8,,,,,,,45
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",824,,18,1,12,,,1,792
"Ocupantes presentes (056)",3463,,74,7,51,,,4,3327
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",815,,9,1,12,,,1,792
"Ocupantes presentes (059)",3423,,34,7,51,,,4,3327
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",9,,9,,,,,,
"Ocupantes presentes (071)",40,,40,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
