"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia LEONCIO PRADO",,,,,,,,,
"Hogares (001)",30120,931,344,260,182,110,79,93,28121
"Ocupantes presentes (002)",114713,3313,1193,862,692,469,310,512,107362
"Casa independiente",,,,,,,,,
"Hogares (004)",22523,739,279,212,153,93,58,79,20910
"Ocupantes presentes (005)",89295,2809,1020,720,586,391,234,423,83112
"Departamento en edificio",,,,,,,,,
"Hogares (007)",592,31,17,17,6,2,8,3,508
"Ocupantes presentes (008)",1675,78,46,48,22,7,35,19,1420
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",1204,73,25,15,13,7,4,8,1059
"Ocupantes presentes (011)",3807,203,57,42,51,31,15,54,3354
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",395,20,5,4,1,1,1,1,362
"Ocupantes presentes (014)",1317,47,10,9,2,4,3,2,1240
"Choza o cabaña",,,,,,,,,
"Hogares (016)",5168,58,15,10,9,7,5,1,5063
"Ocupantes presentes (017)",17728,142,49,37,31,36,14,4,17415
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",173,8,2,2,,,1,1,159
"Ocupantes presentes (020)",742,32,10,6,,,6,10,678
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",38,1,1,,,,2,,34
"Ocupantes presentes (023)",98,1,1,,,,3,,93
"Otro tipo",,,,,,,,,
"Hogares (025)",27,1,,,,,,,26
"Ocupantes presentes (026)",51,1,,,,,,,50
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",17078,755,294,226,156,85,63,71,15428
"Ocupantes presentes (029)",66676,2771,1011,744,589,364,261,386,60550
"Casa independiente",,,,,,,,,
"Hogares (031)",14672,622,244,188,136,75,47,58,13302
"Ocupantes presentes (032)",59025,2410,887,639,514,322,199,301,53753
"Departamento en edificio",,,,,,,,,
"Hogares (034)",592,31,17,17,6,2,8,3,508
"Ocupantes presentes (035)",1675,78,46,48,22,7,35,19,1420
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",1204,73,25,15,13,7,4,8,1059
"Ocupantes presentes (038)",3807,203,57,42,51,31,15,54,3354
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",395,20,5,4,1,1,1,1,362
"Ocupantes presentes (041)",1317,47,10,9,2,4,3,2,1240
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",173,8,2,2,,,1,1,159
"Ocupantes presentes (047)",742,32,10,6,,,6,10,678
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",37,1,1,,,,2,,33
"Ocupantes presentes (050)",97,1,1,,,,3,,92
"Otro tipo",,,,,,,,,
"Hogares (052)",5,,,,,,,,5
"Ocupantes presentes (053)",13,,,,,,,,13
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",13042,176,50,34,26,25,16,22,12693
"Ocupantes presentes (056)",48037,542,182,118,103,105,49,126,46812
"Casa independiente",,,,,,,,,
"Hogares (058)",7851,117,35,24,17,18,11,21,7608
"Ocupantes presentes (059)",30270,399,133,81,72,69,35,122,29359
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",5168,58,15,10,9,7,5,1,5063
"Ocupantes presentes (071)",17728,142,49,37,31,36,14,4,17415
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
"Hogares (079)",22,1,,,,,,,21
"Ocupantes presentes (080)",38,1,,,,,,,37
