"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia BAGUA (000)",66276,22312,5877,984,37182
"Quechua (001)",131,46,15,2,68
"Aymara (002)",15,4,3,2,7
"Asháninka (003)",16,8,1,2,6
"Otra lengua nativa (004)",16108,7562,457,27,8066
"Castellano (005)",49881,14649,5399,949,28957
"Idioma Extranjero (006)",3,,,2,1
"Es Sordomudo/a (007)",122,43,2,,77
"Hombres (009)",33882,10662,2879,533,19856
"Quechua (010)",87,32,10,2,43
"Aymara (011)",6,1,1,1,4
"Asháninka (012)",4,2,1,1,1
"Otra lengua nativa (013)",8169,3721,253,13,4185
"Castellano (014)",25548,6881,2613,515,15582
"Idioma Extranjero (015)",2,,,1,1
"Es Sordomudo/a (016)",66,25,1,,40
"Mujeres (018)",32394,11650,2998,451,17326
"Quechua (019)",44,14,5,,25
"Aymara (020)",9,3,2,1,3
"Asháninka (021)",12,6,,1,5
"Otra lengua nativa (022)",7939,3841,204,14,3881
"Castellano (023)",24333,7768,2786,434,13375
"Idioma Extranjero (024)",1,,,1,
"Es Sordomudo/a (025)",56,18,1,,37
,,,,,
"URBANA (027)",31513,7853,5146,828,17749
"Quechua (028)",79,16,15,1,47
"Aymara (029)",7,3,3,2,
"Asháninka (030)",7,2,,1,4
"Otra lengua nativa (031)",1325,508,165,1,651
"Castellano (032)",30047,7309,4961,822,17017
"Idioma Extranjero (033)",2,,,1,1
"Es Sordomudo/a (034)",46,15,2,,29
"Hombres (036)",15692,3580,2488,447,9215
"Quechua (037)",54,12,10,1,31
"Aymara (038)",2,1,1,1,
"Asháninka (039)",2,1,,,1
"Otra lengua nativa (040)",671,261,89,1,320
"Castellano (041)",14935,3296,2387,444,8845
"Idioma Extranjero (042)",1,,,,1
"Es Sordomudo/a (043)",27,9,1,,17
"Mujeres (045)",15821,4273,2658,381,8534
"Quechua (046)",25,4,5,,16
"Aymara (047)",5,2,2,1,
"Asháninka (048)",5,1,,1,3
"Otra lengua nativa (049)",654,247,76,,331
"Castellano (050)",15112,4013,2574,378,8172
"Idioma Extranjero (051)",1,,,1,
"Es Sordomudo/a (052)",19,6,1,,12
,,,,,
"RURAL (054)",34763,14459,731,156,19433
"Quechua (055)",52,30,,1,21
"Aymara (056)",8,1,,,7
"Asháninka (057)",9,6,1,1,2
"Otra lengua nativa (058)",14783,7054,292,26,7415
"Castellano (059)",19834,7340,438,127,11940
"Idioma Extranjero (060)",1,,,1,
"Es Sordomudo/a (061)",76,28,,,48
"Hombres (063)",18190,7082,391,86,10641
"Quechua (064)",33,20,,1,12
"Aymara (065)",4,,,,4
"Asháninka (066)",2,1,1,1,
"Otra lengua nativa (067)",7498,3460,164,12,3865
"Castellano (068)",10613,3585,226,71,6737
"Idioma Extranjero (069)",1,,,1,
"Es Sordomudo/a (070)",39,16,,,23
"Mujeres (072)",16573,7377,340,70,8792
"Quechua (073)",19,10,,,9
"Aymara (074)",4,1,,,3
"Asháninka (075)",7,5,,,2
"Otra lengua nativa (076)",7285,3594,128,14,3550
"Castellano (077)",9221,3755,212,56,5203
"Es Sordomudo/a (079)",37,12,,,25
