"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TOCACHE (000)",709,205,504
"Sin nivel (001)",46,10,36
"Educación inicial (002)",2,,2
"Primaria (003)",246,59,187
"Secundaria (004)",313,109,204
"Superior no univ. incompleta (005)",38,11,27
"Superior no univ. completa (006)",39,12,27
"Superior univ. incompleta (007)",13,3,10
"Superior univ. completa (008)",12,1,11
"Hombres (010)",574,150,424
"Sin nivel (011)",38,7,31
"Educación inicial (012)",2,,2
"Primaria (013)",210,46,164
"Secundaria (014)",245,79,166
"Superior no univ. incompleta (015)",31,6,25
"Superior no univ. completa (016)",29,9,20
"Superior univ. incompleta (017)",12,3,9
"Superior univ. completa (018)",7,,7
"Mujeres (020)",135,55,80
"Sin nivel (021)",8,3,5
"Primaria (023)",36,13,23
"Secundaria (024)",68,30,38
"Superior no univ. incompleta (025)",7,5,2
"Superior no univ. completa (026)",10,3,7
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",5,1,4
,,,
"AREA URBANA (030)",423,95,328
"Sin nivel (031)",13,2,11
"Educación inicial (032)",2,,2
"Primaria (033)",133,25,108
"Secundaria (034)",195,54,141
"Superior no univ. incompleta (035)",28,5,23
"Superior no univ. completa (036)",30,7,23
"Superior univ. incompleta (037)",11,1,10
"Superior univ. completa (038)",11,1,10
"Hombres (040)",326,64,262
"Sin nivel (041)",7,1,6
"Educación inicial (042)",2,,2
"Primaria (043)",108,17,91
"Secundaria (044)",147,37,110
"Superior no univ. incompleta (045)",23,2,21
"Superior no univ. completa (046)",23,6,17
"Superior univ. incompleta (047)",10,1,9
"Superior univ. completa (048)",6,,6
"Mujeres (050)",97,31,66
"Sin nivel (051)",6,1,5
"Primaria (053)",25,8,17
"Secundaria (054)",48,17,31
"Superior no univ. incompleta (055)",5,3,2
"Superior no univ. completa (056)",7,1,6
"Superior univ. incompleta (057)",1,,1
"Superior univ. completa (058)",5,1,4
,,,
"AREA RURAL (060)",286,110,176
"Sin nivel (061)",33,8,25
"Primaria (063)",113,34,79
"Secundaria (064)",118,55,63
"Superior no univ. incompleta (065)",10,6,4
"Superior no univ. completa (066)",9,5,4
"Superior univ. incompleta (067)",2,2,
"Superior univ. completa (068)",1,,1
"Hombres (070)",248,86,162
"Sin nivel (071)",31,6,25
"Primaria (073)",102,29,73
"Secundaria (074)",98,42,56
"Superior no univ. incompleta (075)",8,4,4
"Superior no univ. completa (076)",6,3,3
"Superior univ. incompleta (077)",2,2,
"Superior univ. completa (078)",1,,1
"Mujeres (080)",38,24,14
"Sin nivel (081)",2,2,
"Primaria (083)",11,5,6
"Secundaria (084)",20,13,7
"Superior no univ. incompleta (085)",2,2,
"Superior no univ. completa (086)",3,2,1
