"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia TARATA (000)",2377,22,913,753,264,88,46,22,2,,267
"Sin Nivel (001)",376,4,147,116,36,20,9,5,1,,38
"Educación Inicial (002)",2,,,2,,,,,,,
"Primaria (003)",1036,9,437,333,106,37,20,10,1,,83
"Secundaria (004)",589,6,248,187,51,16,8,3,,,70
"Sup. no Univ. Incompleta (005)",63,,22,20,10,2,1,,,,8
"Sup. no Univ. Completa (006)",164,2,41,59,26,7,3,2,,,24
"Sup. Univ. Incompleta (007)",40,,7,8,9,1,,,,,15
"Sup. Univ. Completa (008)",107,1,11,28,26,5,5,2,,,29
,,,,,,,,,,,
"URBANA (010)",1879,18,709,608,209,63,33,18,1,,220
"Sin Nivel (011)",266,4,101,86,27,11,7,3,,,27
"Educación Inicial (012)",2,,,2,,,,,,,
"Primaria (013)",788,7,327,252,84,28,13,8,1,,68
"Secundaria (014)",488,4,210,164,34,11,6,3,,,56
"Sup. no Univ. Incompleta (015)",59,,21,18,9,2,1,,,,8
"Sup. no Univ. Completa (016)",140,2,35,53,21,6,2,2,,,19
"Sup. Univ. Incompleta (017)",37,,5,8,9,,,,,,15
"Sup. Univ. Completa (018)",99,1,10,25,25,5,4,2,,,27
,,,,,,,,,,,
"RURAL (020)",498,4,204,145,55,25,13,4,1,,47
"Sin Nivel (021)",110,,46,30,9,9,2,2,1,,11
"Primaria (023)",248,2,110,81,22,9,7,2,,,15
"Secundaria (024)",101,2,38,23,17,5,2,,,,14
"Sup. no Univ. Incompleta (025)",4,,1,2,1,,,,,,
"Sup. no Univ. Completa (026)",24,,6,6,5,1,1,,,,5
"Sup. Univ. Incompleta (027)",3,,2,,,1,,,,,
"Sup. Univ. Completa (028)",8,,1,3,1,,1,,,,2
