"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia ANDAHUAYLAS",,,,,,,,
"Hogares (001)",36110,25305,11379,3429,687,2078,1765,9436
"Ocupantes presentes (002)",142511,106770,48704,14480,2831,8705,7446,30479
"Casa independiente",,,,,,,,
"Hogares (004)",34824,24534,10869,3241,642,1963,1634,9006
"Ocupantes presentes (005)",138536,104187,47015,13800,2668,8291,7004,29337
"Departamento en edificio",,,,,,,,
"Hogares (007)",240,189,201,84,27,63,71,18
"Ocupantes presentes (008)",747,603,631,294,85,220,242,60
"Vivienda en quinta",,,,,,,,
"Hogares (010)",144,118,101,40,7,24,25,12
"Ocupantes presentes (011)",478,398,340,149,30,89,79,35
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",335,232,178,59,11,26,31,70
"Ocupantes presentes (014)",1066,776,595,213,48,100,106,184
"Choza o cabaña",,,,,,,,
"Hogares (016)",506,196,7,2,,1,3,308
"Ocupantes presentes (017)",1468,655,27,10,,2,12,808
"Vivienda improvisada",,,,,,,,
"Hogares (019)",34,20,13,2,,1,,12
"Ocupantes presentes (020)",118,84,61,8,,3,,27
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",20,14,8,1,,,1,5
"Ocupantes presentes (023)",85,65,33,6,,,3,17
"Otro tipo",,,,,,,,
"Hogares (025)",7,2,2,,,,,5
"Ocupantes presentes (026)",13,2,2,,,,,11
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",16267,12481,8498,3066,675,2025,1742,2733
"Ocupantes presentes (029)",63451,50963,35193,12807,2782,8477,7355,8578
"Casa independiente",,,,,,,,
"Hogares (031)",15491,11908,7995,2880,630,1911,1614,2613
"Ocupantes presentes (032)",60968,49049,33531,12137,2619,8065,6925,8254
"Departamento en edificio",,,,,,,,
"Hogares (034)",240,189,201,84,27,63,71,18
"Ocupantes presentes (035)",747,603,631,294,85,220,242,60
"Vivienda en quinta",,,,,,,,
"Hogares (037)",144,118,101,40,7,24,25,12
"Ocupantes presentes (038)",478,398,340,149,30,89,79,35
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",335,232,178,59,11,26,31,70
"Ocupantes presentes (041)",1066,776,595,213,48,100,106,184
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",34,20,13,2,,1,,12
"Ocupantes presentes (047)",118,84,61,8,,3,,27
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",16,12,8,1,,,1,3
"Ocupantes presentes (050)",61,51,33,6,,,3,7
"Otro tipo",,,,,,,,
"Hogares (052)",7,2,2,,,,,5
"Ocupantes presentes (053)",13,2,2,,,,,11
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",19843,12824,2881,363,12,53,23,6703
"Ocupantes presentes (056)",79060,55807,13511,1673,49,228,91,21901
"Casa independiente",,,,,,,,
"Hogares (058)",19333,12626,2874,361,12,52,20,6393
"Ocupantes presentes (059)",77568,55138,13484,1663,49,226,79,21083
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",506,196,7,2,,1,3,308
"Ocupantes presentes (071)",1468,655,27,10,,2,12,808
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",4,2,,,,,,2
"Ocupantes presentes (077)",24,14,,,,,,10
"Otro tipo",,,,,,,,
