"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CANTA (000)",6156,102,1859,1922,1609,664
"Agric., ganadería, caza y silvicultura (001)",3684,80,1019,1058,1020,507
"Pesca (002)",16,,7,7,1,1
"Explotación de minas y canteras (003)",133,3,60,48,20,2
"Industrias manufactureras (004)",112,1,41,36,21,13
"Suministro de electricidad, gas y agua (005)",12,,4,8,,
"Construcción (006)",249,,113,80,42,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",461,3,104,165,147,42
"Venta, mant.y rep. veh.autom.y motoc. (008)",29,,9,12,7,1
"Comercio al por mayor (009)",22,,4,5,10,3
"Comercio al por menor (010)",410,3,91,148,130,38
"Hoteles y restaurantes (011)",283,4,91,105,62,21
"Trans., almac. y comunicaciones (012)",210,1,90,68,47,4
"Intermediación financiera (013)",6,,3,1,1,1
"Activid.inmobil., empres. y alquileres (014)",98,,32,39,23,4
"Admin.pub. y defensa; p. segur.soc afil (015)",173,,47,78,43,5
"Enseñanza (016)",191,,29,91,70,1
"Servicios sociales y de salud (017)",49,,14,23,10,2
"Otras activ. serv.comun.soc y personales (018)",119,,48,36,30,5
"Hogares privados con servicio doméstico (019)",81,3,41,14,19,4
"Actividad economica no especificada (021)",131,,41,33,27,30
"Desocupado (022)",148,7,75,32,26,8
"Hombres (023)",4189,67,1307,1265,1081,469
"Agric., ganadería, caza y silvicultura (024)",2711,56,780,765,742,368
"Pesca (025)",16,,7,7,1,1
"Explotación de minas y canteras (026)",117,2,50,43,20,2
"Industrias manufactureras (027)",84,1,30,27,15,11
"Suministro de electricidad, gas y agua (028)",10,,3,7,,
"Construcción (029)",243,,109,78,42,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",206,1,41,69,68,27
"Venta, mant.y rep. veh.autom.y motoc. (031)",27,,9,11,6,1
"Comercio al por mayor (032)",10,,2,1,5,2
"Comercio al por menor (033)",169,1,30,57,57,24
"Hoteles y restaurantes (034)",72,1,24,23,17,7
"Trans., almac. y comunicaciones (035)",202,,87,66,46,3
"Intermediación financiera (036)",4,,2,1,,1
"Activid.inmobil., empres. y alquileres (037)",72,,19,27,22,4
"Admin.pub. y defensa; p. segur.soc afil (038)",105,,26,50,24,5
"Enseñanza (039)",78,,12,30,35,1
"Servicios sociales y de salud (040)",15,,4,8,3,
"Otras activ. serv.comun.soc y personales (041)",79,,39,20,17,3
