"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia BOLIVAR",,,,,,
"Viviendas particulares (001)",3727,3631,86,9,1,
"Ocupantes presentes (002)",16570,15770,690,100,10,
"Casa independiente",,,,,,
"Viviendas particulares (004)",3531,3438,84,8,1,
"Ocupantes presentes (005)",15700,14927,674,89,10,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",8,6,1,1,,
"Ocupantes presentes (011)",50,32,7,11,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",5,5,,,,
"Ocupantes presentes (014)",5,5,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",180,179,1,,,
"Ocupantes presentes (017)",802,793,9,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",3,3,,,,
"Ocupantes presentes (023)",13,13,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",1347,1280,62,4,1,
"Ocupantes presentes (029)",5674,5151,478,35,10,
"Casa independiente",,,,,,
"Viviendas particulares (031)",1332,1267,61,3,1,
"Ocupantes presentes (032)",5611,5106,471,24,10,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",8,6,1,1,,
"Ocupantes presentes (038)",50,32,7,11,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",5,5,,,,
"Ocupantes presentes (041)",5,5,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",2,2,,,,
"Ocupantes presentes (050)",8,8,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",2380,2351,24,5,,
"Ocupantes presentes (056)",10896,10619,212,65,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",2199,2171,23,5,,
"Ocupantes presentes (059)",10089,9821,203,65,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",180,179,1,,,
"Ocupantes presentes (071)",802,793,9,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",5,5,,,,
"Otro tipo",,,,,,
