"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PURUS (000)",3746,2420,390,75,865
"Menos de 1 año (001)",122,95,9,,18
"De 1 a 14 años (002)",1446,1169,84,2,191
"De 15 a 29 años (003)",1046,631,96,44,279
"De 30 a 44 años (004)",719,324,141,20,234
"De 45 a 64 años (005)",330,165,57,8,100
"De 65 y mas años (006)",83,36,3,1,43
"Hombres (008)",2011,1203,234,66,510
"Menos de 1 año (009)",60,39,8,,13
"De 1 a 14 años (010)",765,619,43,,103
"De 15 a 29 años (011)",553,295,58,40,162
"De 30 a 44 años (012)",405,156,80,18,151
"De 45 a 64 años (013)",185,76,44,7,58
"De 65 y mas años (014)",43,18,1,1,23
"Mujeres (016)",1735,1217,156,9,355
"Menos de 1 año (017)",62,56,1,,5
"De 1 a 14 años (018)",681,550,41,2,88
"De 15 a 29 años (019)",493,336,38,4,117
"De 30 a 44 años (020)",314,168,61,2,83
"De 45 a 64 años (021)",145,89,13,1,42
"De 65 y mas años (022)",40,18,2,,20
,,,,,
"URBANA (024)",1251,465,278,56,455
"Menos de 1 año (025)",35,20,9,,6
"De 1 a 14 años (026)",405,248,61,2,94
"De 15 a 29 años (027)",376,117,69,39,154
"De 30 a 44 años (028)",293,54,95,10,134
"De 45 a 64 años (029)",122,24,42,5,51
"De 65 y mas años (030)",20,2,2,,16
"Hombres (032)",707,234,161,50,264
"Menos de 1 año (033)",21,8,8,,5
"De 1 a 14 años (034)",219,143,33,,43
"De 15 a 29 años (035)",207,44,42,36,87
"De 30 a 44 años (036)",169,25,45,9,90
"De 45 a 64 años (037)",79,12,32,5,30
"De 65 y mas años (038)",12,2,1,,9
"Mujeres (040)",544,231,117,6,191
"Menos de 1 año (041)",14,12,1,,1
"De 1 a 14 años (042)",186,105,28,2,51
"De 15 a 29 años (043)",169,73,27,3,67
"De 30 a 44 años (044)",124,29,50,1,44
"De 45 a 64 años (045)",43,12,10,,21
"De 65 y mas años (046)",8,,1,,7
,,,,,
"RURAL (048)",2495,1955,112,19,410
"Menos de 1 año (049)",87,75,,,12
"De 1 a 14 años (050)",1041,921,23,,97
"De 15 a 29 años (051)",670,514,27,5,125
"De 30 a 44 años (052)",426,270,46,10,100
"De 45 a 64 años (053)",208,141,15,3,49
"De 65 y mas años (054)",63,34,1,1,27
"Hombres (056)",1304,969,73,16,246
"Menos de 1 año (057)",39,31,,,8
"De 1 a 14 años (058)",546,476,10,,60
"De 15 a 29 años (059)",346,251,16,4,75
"De 30 a 44 años (060)",236,131,35,9,61
"De 45 a 64 años (061)",106,64,12,2,28
"De 65 y mas años (062)",31,16,,1,14
"Mujeres (064)",1191,986,39,3,164
"Menos de 1 año (065)",48,44,,,4
"De 1 a 14 años (066)",495,445,13,,37
"De 15 a 29 años (067)",324,263,11,1,50
"De 30 a 44 años (068)",190,139,11,1,39
"De 45 a 64 años (069)",102,77,3,1,21
"De 65 y mas años (070)",32,18,1,,13
