"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia QUISPICANCHI (000)",26385,2792,4306,13767,451,4803,266
"Agric., ganadería, caza y silvicultura (001)",14453,12,952,9163,236,4090,
"Pesca (002)",4,,3,1,,,
"Explotación de minas y canteras (003)",321,6,263,32,5,15,
"Industrias manufactureras (004)",1734,17,480,999,67,171,
"Suministro de electricidad, gas y agua (005)",50,15,33,2,,,
"Construcción (006)",2161,219,1649,237,24,32,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2182,208,54,1601,51,268,
"Venta, mant.y rep. veh.autom.y motoc. (008)",161,27,38,91,3,2,
"Comercio al por mayor (009)",86,22,9,48,2,5,
"Comercio al por menor (010)",1935,159,7,1462,46,261,
"Hoteles y restaurantes (011)",815,211,50,487,18,49,
"Trans., almac. y comunicaciones (012)",1169,315,215,616,12,11,
"Intermediación financiera (013)",8,8,,,,,
"Activid.inmobil., empres. y alquileres (014)",325,233,38,48,5,1,
"Admin.pub. y defensa; p. segur.soc.afil (015)",833,540,293,,,,
"Enseñanza (016)",624,593,,28,,3,
"Servicios sociales y de salud (017)",189,158,5,23,1,2,
"Otras activ. serv.comun.soc y personales (018)",309,106,69,119,8,7,
"Hogares privados con servicio doméstico (019)",266,,,,,,266
"Actividad economica no especificada (021)",942,151,202,411,24,154,
"Hombres (022)",17818,1837,3807,9780,325,2011,58
"Agric., ganadería, caza y silvicultura (023)",10248,11,790,7510,208,1729,
"Pesca (024)",2,,2,,,,
"Explotación de minas y canteras (025)",308,6,252,32,5,13,
"Industrias manufactureras (026)",968,13,336,505,28,86,
"Suministro de electricidad, gas y agua (027)",47,13,32,2,,,
"Construcción (028)",2057,193,1579,231,24,30,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",832,101,54,583,21,73,
"Venta, mant.y rep. veh.autom.y motoc. (030)",153,22,38,89,3,1,
"Comercio al por mayor (031)",61,15,9,35,1,1,
"Comercio al por menor (032)",618,64,7,459,17,71,
"Hoteles y restaurantes (033)",152,70,26,41,4,11,
"Trans., almac. y comunicaciones (034)",1115,290,206,598,10,11,
"Intermediación financiera (035)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (036)",261,189,35,33,4,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",679,422,257,,,,
"Enseñanza (038)",326,309,,15,,2,
"Servicios sociales y de salud (039)",74,57,3,13,,1,
"Otras activ. serv.comun.soc y personales (040)",208,69,67,63,4,5,
"Hogares privados con servicio doméstico (041)",58,,,,,,58
"Actividad economica no especificada (043)",481,92,168,154,17,50,
"Mujeres (044)",8567,955,499,3987,126,2792,208
"Agric., ganadería, caza y silvicultura (045)",4205,1,162,1653,28,2361,
"Pesca (046)",2,,1,1,,,
"Explotación de minas y canteras (047)",13,,11,,,2,
"Industrias manufactureras (048)",766,4,144,494,39,85,
"Suministro de electricidad, gas y agua (049)",3,2,1,,,,
"Construcción (050)",104,26,70,6,,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1350,107,,1018,30,195,
"Venta, mant.y rep. veh.autom.y motoc. (052)",8,5,,2,,1,
"Comercio al por mayor (053)",25,7,,13,1,4,
"Comercio al por menor (054)",1317,95,,1003,29,190,
"Hoteles y restaurantes (055)",663,141,24,446,14,38,
"Trans., almac. y comunicaciones (056)",54,25,9,18,2,,
"Intermediación financiera (057)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (058)",64,44,3,15,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (059)",154,118,36,,,,
"Enseñanza (060)",298,284,,13,,1,
"Servicios sociales y de salud (061)",115,101,2,10,1,1,
"Otras activ. serv.comun.soc y personales (062)",101,37,2,56,4,2,
"Hogares privados con servicio doméstico (063)",208,,,,,,208
"Actividad economica no especificada (065)",461,59,34,257,7,104,
,,,,,,,
"URBANA (066)",11004,2213,2276,5024,234,1067,190
"Agric., ganadería, caza y silvicultura (067)",2795,7,355,1697,66,670,
"Pesca (068)",2,,2,,,,
"Explotación de minas y canteras (069)",158,6,134,9,4,5,
"Industrias manufactureras (070)",1192,13,348,708,60,63,
"Suministro de electricidad, gas y agua (071)",41,15,25,1,,,
"Construcción (072)",1129,106,855,140,18,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1702,185,48,1200,42,227,
"Venta, mant.y rep. veh.autom.y motoc. (074)",129,25,34,66,2,2,
"Comercio al por mayor (075)",57,21,8,23,1,4,
"Comercio al por menor (076)",1516,139,6,1111,39,221,
"Hoteles y restaurantes (077)",611,148,16,401,9,37,
"Trans., almac. y comunicaciones (078)",958,269,170,499,11,9,
"Intermediación financiera (079)",8,8,,,,,
"Activid.inmobil., empres. y alquileres (080)",278,202,24,47,4,1,
"Admin.pub. y defensa; p. segur.soc.afil (081)",535,421,114,,,,
"Enseñanza (082)",521,502,,16,,3,
"Servicios sociales y de salud (083)",158,131,4,21,1,1,
"Otras activ. serv.comun.soc y personales (084)",255,86,53,101,8,7,
"Hogares privados con servicio doméstico (085)",190,,,,,,190
"Actividad economica no especificada (087)",471,114,128,184,11,34,
"Hombres (088)",7040,1431,1999,2938,143,495,34
"Agric., ganadería, caza y silvicultura (089)",2054,7,298,1342,57,350,
"Pesca (090)",1,,1,,,,
"Explotación de minas y canteras (091)",150,6,127,9,4,4,
"Industrias manufactureras (092)",650,10,226,349,26,39,
"Suministro de electricidad, gas y agua (093)",38,13,24,1,,,
"Construcción (094)",1097,95,837,137,18,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",609,90,48,398,15,58,
"Venta, mant.y rep. veh.autom.y motoc. (096)",122,20,34,65,2,1,
"Comercio al por mayor (097)",36,14,8,14,,,
"Comercio al por menor (098)",451,56,6,319,13,57,
"Hoteles y restaurantes (099)",97,46,8,33,1,9,
"Trans., almac. y comunicaciones (100)",909,247,162,482,9,9,
"Intermediación financiera (101)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (102)",219,161,22,33,3,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",418,325,93,,,,
"Enseñanza (104)",266,258,,6,,2,
"Servicios sociales y de salud (105)",66,50,3,13,,,
"Otras activ. serv.comun.soc y personales (106)",168,52,51,56,4,5,
"Hogares privados con servicio doméstico (107)",34,,,,,,34
"Actividad economica no especificada (109)",262,69,99,79,6,9,
"Mujeres (110)",3964,782,277,2086,91,572,156
"Agric., ganadería, caza y silvicultura (111)",741,,57,355,9,320,
"Pesca (112)",1,,1,,,,
"Explotación de minas y canteras (113)",8,,7,,,1,
"Industrias manufactureras (114)",542,3,122,359,34,24,
"Suministro de electricidad, gas y agua (115)",3,2,1,,,,
"Construcción (116)",32,11,18,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1093,95,,802,27,169,
"Venta, mant.y rep. veh.autom.y motoc. (118)",7,5,,1,,1,
"Comercio al por mayor (119)",21,7,,9,1,4,
