"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PARURO (000)",26626,4892,312,14617,5835,274,309,130,257
"Hombres (001)",13545,1231,168,7794,3774,160,175,85,158
"Mujeres (002)",13081,3661,144,6823,2061,114,134,45,99
"PEA (003)",9219,1515,16,4490,2501,143,254,80,220
"Hombres (004)",6870,783,12,3538,2089,94,151,64,139
"Mujeres (005)",2349,732,4,952,412,49,103,16,81
"Ocupada (006)",9028,1503,15,4415,2411,141,250,76,217
"Hombres (007)",6717,777,11,3476,2013,92,149,62,137
"Mujeres (008)",2311,726,4,939,398,49,101,14,80
"Desocupada (009)",191,12,1,75,90,2,4,4,3
"Hombres (010)",153,6,1,62,76,2,2,2,2
"Mujeres (011)",38,6,,13,14,,2,2,1
"No PEA (012)",17407,3377,296,10127,3334,131,55,50,37
"Hombres (013)",6675,448,156,4256,1685,66,24,21,19
"Mujeres (014)",10732,2929,140,5871,1649,65,31,29,18
,,,,,,,,,
"URBANA (018)",9304,1363,97,4576,2543,191,245,101,188
"Hombres (019)",4697,270,62,2393,1550,108,141,65,108
"Mujeres (020)",4607,1093,35,2183,993,83,104,36,80
"PEA (021)",3717,417,10,1587,1175,97,207,61,163
"Hombres (022)",2547,165,6,1127,921,64,123,46,95
"Mujeres (023)",1170,252,4,460,254,33,84,15,68
"Ocupada (024)",3652,415,10,1571,1138,96,203,57,162
"Hombres (025)",2501,165,6,1116,892,63,121,44,94
"Mujeres (026)",1151,250,4,455,246,33,82,13,68
"Desocupada (027)",65,2,,16,37,1,4,4,1
"Hombres (028)",46,,,11,29,1,2,2,1
"Mujeres (029)",19,2,,5,8,,2,2,
"No PEA (030)",5587,946,87,2989,1368,94,38,40,25
"Hombres (031)",2150,105,56,1266,629,44,18,19,13
"Mujeres (032)",3437,841,31,1723,739,50,20,21,12
,,,,,,,,,
"RURAL (036)",17322,3529,215,10041,3292,83,64,29,69
"Hombres (037)",8848,961,106,5401,2224,52,34,20,50
"Mujeres (038)",8474,2568,109,4640,1068,31,30,9,19
"PEA (039)",5502,1098,6,2903,1326,46,47,19,57
"Hombres (040)",4323,618,6,2411,1168,30,28,18,44
"Mujeres (041)",1179,480,,492,158,16,19,1,13
"Ocupada (042)",5376,1088,5,2844,1273,45,47,19,55
"Hombres (043)",4216,612,5,2360,1121,29,28,18,43
"Mujeres (044)",1160,476,,484,152,16,19,1,12
"Desocupada (045)",126,10,1,59,53,1,,,2
"Hombres (046)",107,6,1,51,47,1,,,1
"Mujeres (047)",19,4,,8,6,,,,1
"No PEA (048)",11820,2431,209,7138,1966,37,17,10,12
"Hombres (049)",4525,343,100,2990,1056,22,6,2,6
"Mujeres (050)",7295,2088,109,4148,910,15,11,8,6
