"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia MOHO (000)",7783,48,2301,2940,1052,413,147,47,11,,824
"Conviviente (001)",1487,11,479,522,167,74,29,3,3,,199
"Separado(a) (002)",258,3,89,96,34,20,6,1,,,9
"Casado(a) (003)",4321,21,1298,1753,618,224,80,26,4,,297
"Viudo(a) (004)",1239,10,349,476,188,77,22,12,3,,102
"Divorciado(a) (005)",30,,14,6,4,,2,2,,,2
"Soltero(a) (006)",448,3,72,87,41,18,8,3,1,,215
,,,,,,,,,,,
"URBANA (008)",1959,8,540,677,250,98,36,16,2,,332
"Conviviente (009)",538,,155,185,50,27,7,1,1,,112
"Separado(a) (010)",69,3,26,23,9,5,1,,,,2
"Casado(a) (011)",1003,4,276,366,147,56,23,9,,,122
"Viudo(a) (012)",206,1,58,76,34,8,2,4,1,,22
"Divorciado(a) (013)",8,,5,1,,,1,,,,1
"Soltero(a) (014)",135,,20,26,10,2,2,2,,,73
,,,,,,,,,,,
"RURAL (016)",5824,40,1761,2263,802,315,111,31,9,,492
"Conviviente (017)",949,11,324,337,117,47,22,2,2,,87
"Separado(a) (018)",189,,63,73,25,15,5,1,,,7
"Casado(a) (019)",3318,17,1022,1387,471,168,57,17,4,,175
"Viudo(a) (020)",1033,9,291,400,154,69,20,8,2,,80
"Divorciado(a) (021)",22,,9,5,4,,1,2,,,1
"Soltero(a) (022)",313,3,52,61,31,16,6,1,1,,142
