"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia PAUCAR DEL SARA SARA",,,,,,,
"Viviendas particulares (001)",3207,604,101,49,2176,63,214
"Ocupantes presentes (002)",10758,1943,315,188,7360,207,745
"Casa independiente",,,,,,,
"Viviendas particulares (004)",2938,517,73,44,2114,53,137
"Ocupantes presentes (005)",9851,1724,232,153,7155,179,408
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",9,6,,1,2,,
"Ocupantes presentes (011)",37,23,,4,10,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",99,72,,4,17,2,4
"Ocupantes presentes (014)",298,180,,31,71,5,11
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",157,9,28,,43,6,71
"Ocupantes presentes (017)",562,16,83,,124,20,319
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,,,,,,1
"Ocupantes presentes (020)",5,,,,,,5
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",3,,,,,2,1
"Ocupantes presentes (023)",5,,,,,3,2
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2137,508,21,41,1441,35,91
"Ocupantes presentes (029)",7318,1638,72,164,5059,103,282
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2026,430,21,36,1422,32,85
"Ocupantes presentes (032)",6974,1435,72,129,4978,96,264
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",9,6,,1,2,,
"Ocupantes presentes (038)",37,23,,4,10,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",99,72,,4,17,2,4
"Ocupantes presentes (041)",298,180,,31,71,5,11
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,,,,,,1
"Ocupantes presentes (047)",5,,,,,,5
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",2,,,,,1,1
"Ocupantes presentes (050)",4,,,,,2,2
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",1070,96,80,8,735,28,123
"Ocupantes presentes (056)",3440,305,243,24,2301,104,463
"Casa independiente",,,,,,,
"Viviendas particulares (058)",912,87,52,8,692,21,52
"Ocupantes presentes (059)",2877,289,160,24,2177,83,144
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",157,9,28,,43,6,71
"Ocupantes presentes (071)",562,16,83,,124,20,319
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,,1,
"Ocupantes presentes (077)",1,,,,,1,
"Otro tipo",,,,,,,
