"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CALCA (000)",485,10,245,147,74,9
"Conviviente (001)",141,,70,55,16,
"Separado(a) (002)",21,,6,10,5,
"Casado(a) (003)",116,,15,54,43,4
"Viudo(a) (004)",12,,,1,8,3
"Divorciado(a) (005)",4,,,3,1,
"Soltero(a) (006)",191,10,154,24,1,2
"Hombres (008)",331,5,149,112,57,8
"Conviviente (009)",98,,41,43,14,
"Separado(a) (010)",6,,1,4,1,
"Casado(a) (011)",93,,9,44,36,4
"Viudo(a) (012)",6,,,,4,2
"Divorciado(a) (013)",2,,,1,1,
"Soltero(a) (014)",126,5,98,20,1,2
"Mujeres (016)",154,5,96,35,17,1
"Conviviente (017)",43,,29,12,2,
"Separado(a) (018)",15,,5,6,4,
"Casado(a) (019)",23,,6,10,7,
"Viudo(a) (020)",6,,,1,4,1
"Divorciado(a) (021)",2,,,2,,
"Soltero(a) (022)",65,5,56,4,,
,,,,,,
"AREA URBANA (024)",293,4,147,86,48,8
"Conviviente (025)",99,,50,36,13,
"Separado(a) (026)",19,,5,9,5,
"Casado(a) (027)",56,,10,20,23,3
"Viudo(a) (028)",9,,,1,5,3
"Divorciado(a) (029)",4,,,3,1,
"Soltero(a) (030)",106,4,82,17,1,2
"Hombres (032)",185,3,87,54,34,7
"Conviviente (033)",63,,27,25,11,
"Separado(a) (034)",5,,1,3,1,
"Casado(a) (035)",37,,5,12,17,3
"Viudo(a) (036)",5,,,,3,2
"Divorciado(a) (037)",2,,,1,1,
"Soltero(a) (038)",73,3,54,13,1,2
"Mujeres (040)",108,1,60,32,14,1
"Conviviente (041)",36,,23,11,2,
"Separado(a) (042)",14,,4,6,4,
"Casado(a) (043)",19,,5,8,6,
"Viudo(a) (044)",4,,,1,2,1
"Divorciado(a) (045)",2,,,2,,
"Soltero(a) (046)",33,1,28,4,,
,,,,,,
"AREA RURAL (048)",192,6,98,61,26,1
"Conviviente (049)",42,,20,19,3,
"Separado(a) (050)",2,,1,1,,
"Casado(a) (051)",60,,5,34,20,1
"Viudo(a) (052)",3,,,,3,
"Soltero(a) (054)",85,6,72,7,,
"Hombres (056)",146,2,62,58,23,1
"Conviviente (057)",35,,14,18,3,
"Separado(a) (058)",1,,,1,,
"Casado(a) (059)",56,,4,32,19,1
"Viudo(a) (060)",1,,,,1,
"Soltero(a) (062)",53,2,44,7,,
"Mujeres (064)",46,4,36,3,3,
"Conviviente (065)",7,,6,1,,
"Separado(a) (066)",1,,1,,,
"Casado(a) (067)",4,,1,2,1,
"Viudo(a) (068)",2,,,,2,
"Soltero(a) (070)",32,4,28,,,
