"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia BAGUA (000)",17106,16304,72,3329,3129,2589,3589,2058,1137,401,802,60316
"De 12 a 14 años (001)",48,20,3,14,3,,,,,,28,20
"De 15 a 19 años (002)",811,728,8,573,123,19,5,,,,83,896
"De 20 a 24 años (003)",2272,1970,16,1023,610,233,78,10,,,302,3343
"De 25 a 29 años (004)",2515,2355,6,695,683,485,412,64,10,,160,5772
"De 30 a 34 años (005)",2196,2112,8,402,553,448,486,172,37,6,84,6426
"De 35 a 39 años (006)",2256,2208,1,226,459,461,615,314,114,18,48,8370
"De 40 a 44 años (007)",1786,1757,4,146,258,341,566,263,131,48,29,7495
"De 45 a 49 años (008)",1451,1438,8,74,187,229,446,276,165,53,13,6851
"De 50 y más años (009)",3771,3716,18,176,253,373,981,959,680,276,55,21143
"PEA (010)",5377,5060,26,1123,1032,900,1087,527,269,96,317,17329
"De 12 a 14 años (011)",6,5,1,4,,,,,,,1,4
"De 15 a 19 años (012)",202,182,4,138,30,9,1,,,,20,229
"De 20 a 24 años (013)",641,533,3,269,167,63,28,3,,,108,934
"De 25 a 29 años (014)",787,705,3,244,157,142,129,27,3,,82,1745
"De 30 a 34 años (015)",798,745,1,180,206,140,146,56,14,2,53,2144
"De 35 a 39 años (016)",856,832,1,125,185,180,201,91,43,6,24,2917
"De 40 a 44 años (017)",695,684,2,72,119,151,207,83,32,18,11,2677
"De 45 a 49 años (018)",527,521,4,33,89,108,159,67,44,17,6,2210
"De 50 y más años (019)",865,853,7,58,79,107,216,200,133,53,12,4469
"Ocupada (020)",5257,4969,25,1094,1014,880,1075,519,267,95,288,17073
"De 12 a 14 años (021)",6,5,1,4,,,,,,,1,4
