"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHUMBIVILCAS (000)",25175,24449,6892,2270,2208,2065,3845,3269,2280,1620,726,88448
"De 12 a 14 años (001)",3309,3271,3254,15,2,,,,,,38,19
"De 15 a 19 años (002)",3069,2983,2576,344,49,11,3,,,,86,487
"De 20 a 24 años (003)",2182,1983,464,760,529,157,64,9,,,199,2614
"De 25 a 29 años (004)",2245,2090,143,429,578,501,386,46,7,,155,5072
"De 30 a 34 años (005)",2103,2038,77,207,365,433,688,215,45,8,65,7121
"De 35 a 39 años (006)",2067,2028,48,117,187,308,658,490,179,41,39,9428
"De 40 a 44 años (007)",2057,2032,54,66,111,149,507,561,420,164,25,11961
"De 45 a 49 años (008)",1761,1744,34,55,82,99,348,486,375,265,17,11320
"De 50 y más años (009)",6382,6280,242,277,305,407,1191,1462,1254,1142,102,40426
"PEA (010)",8778,8516,1104,1004,1010,910,1649,1340,918,581,262,35948
"De 12 a 14 años (011)",158,156,151,5,,,,,,,2,5
"De 15 a 19 años (012)",610,590,445,119,18,7,1,,,,20,180
"De 20 a 24 años (013)",912,836,204,311,222,68,25,6,,,76,1103
"De 25 a 29 años (014)",1042,971,98,211,254,210,175,22,1,,71,2229
"De 30 a 34 años (015)",976,940,54,111,177,202,294,77,22,3,36,3077
"De 35 a 39 años (016)",974,957,28,77,109,140,295,214,76,18,17,4240
"De 40 a 44 años (017)",976,966,22,42,61,81,245,251,194,70,10,5516
"De 45 a 49 años (018)",824,819,17,33,55,57,179,232,159,87,5,4918
"De 50 y más años (019)",2306,2281,85,95,114,145,435,538,466,403,25,14680
"Ocupada (020)",8650,8401,1060,987,996,898,1638,1334,910,578,249,35680
"De 12 a 14 años (021)",153,151,146,5,,,,,,,2,5
