"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia LIMA (000)",2272815,15111,518019,661366,371276,164778,67223,17318,2337,,455387
"Conviviente (001)",605565,5262,193890,205964,83618,29778,11849,2807,278,,72119
"Separado(a) (002)",155789,1690,45981,52958,25855,10899,4530,1063,145,,12668
"Casado(a) (003)",875609,4238,178660,283970,197437,92823,35186,8673,1147,,73475
"Viudo(a) (004)",156745,2034,46254,49910,24210,10975,6112,2412,396,,14442
"Divorciado(a) (005)",29038,198,5749,9560,6380,2655,982,286,25,,3203
"Soltero(a) (006)",450069,1689,47485,59004,33776,17648,8564,2077,346,,279480
,,,,,,,,,,,
"URBANA (008)",2270289,15073,517009,660644,371022,164694,67187,17309,2337,,455014
"Conviviente (009)",604442,5241,193406,205628,83509,29747,11841,2806,278,,71986
"Separado(a) (010)",155648,1687,45920,52920,25837,10892,4526,1063,145,,12658
"Casado(a) (011)",874760,4228,178299,283704,197346,92794,35168,8669,1147,,73405
"Viudo(a) (012)",156615,2031,46199,49877,24200,10967,6110,2410,396,,14425
"Divorciado(a) (013)",29031,198,5746,9558,6379,2654,982,286,25,,3203
"Soltero(a) (014)",449793,1688,47439,58957,33751,17640,8560,2075,346,,279337
,,,,,,,,,,,
"RURAL (016)",2526,38,1010,722,254,84,36,9,,,373
"Conviviente (017)",1123,21,484,336,109,31,8,1,,,133
"Separado(a) (018)",141,3,61,38,18,7,4,,,,10
"Casado(a) (019)",849,10,361,266,91,29,18,4,,,70
"Viudo(a) (020)",130,3,55,33,10,8,2,2,,,17
"Divorciado(a) (021)",7,,3,2,1,1,,,,,
"Soltero(a) (022)",276,1,46,47,25,8,4,2,,,143
