"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAURA (000)",81121,712,26696,29141,20534,4038
"Empleado (001)",21631,66,7453,8753,4992,367
"Obrero (002)",19577,141,7852,6683,4224,677
"Trabajador independiente (003)",29234,127,7042,10566,9069,2430
"Empleador o patrono (004)",1631,1,307,607,549,167
"Trabajador familiar no remunerado (005)",3563,321,1429,833,729,251
"Trabajador del hogar (006)",2125,24,839,759,458,45
"Desocupado (008)",3360,32,1774,940,513,101
"Hombres (009)",53405,500,17750,18425,13683,3047
"Empleado (010)",11810,49,3782,4713,2990,276
"Obrero (011)",16305,116,6608,5414,3574,593
"Trabajador independiente (012)",20110,94,5161,6954,6066,1835
"Empleador o patrono (013)",1262,1,229,463,424,145
"Trabajador familiar no remunerado (014)",1691,214,874,271,229,103
"Trabajador del hogar (015)",86,5,36,20,20,5
"Desocupado (017)",2141,21,1060,590,380,90
"Mujeres (018)",27716,212,8946,10716,6851,991
"Empleado (019)",9821,17,3671,4040,2002,91
"Obrero (020)",3272,25,1244,1269,650,84
"Trabajador independiente (021)",9124,33,1881,3612,3003,595
"Empleador o patrono (022)",369,,78,144,125,22
"Trabajador familiar no remunerado (023)",1872,107,555,562,500,148
"Trabajador del hogar (024)",2039,19,803,739,438,40
"Desocupado (026)",1219,11,714,350,133,11
,,,,,,
"URBANA (027)",70582,590,22945,25805,17965,3277
"Empleado (028)",21046,66,7204,8514,4899,363
"Obrero (029)",14595,116,5806,5054,3140,479
"Trabajador independiente (030)",25915,119,6311,9490,7993,2002
"Empleador o patrono (031)",1304,1,242,509,439,113
"Trabajador familiar no remunerado (032)",2642,239,990,650,574,189
"Trabajador del hogar (033)",2007,22,776,721,443,45
"Desocupado (035)",3073,27,1616,867,477,86
"Hombres (036)",45181,406,14845,15905,11626,2399
"Empleado (037)",11443,49,3647,4555,2919,273
"Obrero (038)",12241,96,4916,4139,2672,418
"Trabajador independiente (039)",17402,88,4566,6102,5184,1462
"Empleador o patrono (040)",978,1,177,377,329,94
"Trabajador familiar no remunerado (041)",1101,149,548,180,152,72
"Trabajador del hogar (042)",80,5,32,19,19,5
"Desocupado (044)",1936,18,959,533,351,75
"Mujeres (045)",25401,184,8100,9900,6339,878
"Empleado (046)",9603,17,3557,3959,1980,90
"Obrero (047)",2354,20,890,915,468,61
"Trabajador independiente (048)",8513,31,1745,3388,2809,540
"Empleador o patrono (049)",326,,65,132,110,19
"Trabajador familiar no remunerado (050)",1541,90,442,470,422,117
"Trabajador del hogar (051)",1927,17,744,702,424,40
"Desocupado (053)",1137,9,657,334,126,11
,,,,,,
"RURAL (054)",10539,122,3751,3336,2569,761
"Empleado (055)",585,,249,239,93,4
"Obrero (056)",4982,25,2046,1629,1084,198
"Trabajador independiente (057)",3319,8,731,1076,1076,428
"Empleador o patrono (058)",327,,65,98,110,54
"Trabajador familiar no remunerado (059)",921,82,439,183,155,62
"Trabajador del hogar (060)",118,2,63,38,15,
"Desocupado (062)",287,5,158,73,36,15
"Hombres (063)",8224,94,2905,2520,2057,648
"Empleado (064)",367,,135,158,71,3
"Obrero (065)",4064,20,1692,1275,902,175
"Trabajador independiente (066)",2708,6,595,852,882,373
"Empleador o patrono (067)",284,,52,86,95,51
"Trabajador familiar no remunerado (068)",590,65,326,91,77,31
"Trabajador del hogar (069)",6,,4,1,1,
"Desocupado (071)",205,3,101,57,29,15
"Mujeres (072)",2315,28,846,816,512,113
"Empleado (073)",218,,114,81,22,1
"Obrero (074)",918,5,354,354,182,23
"Trabajador independiente (075)",611,2,136,224,194,55
"Empleador o patrono (076)",43,,13,12,15,3
"Trabajador familiar no remunerado (077)",331,17,113,92,78,31
"Trabajador del hogar (078)",112,2,59,37,14,
"Desocupado (080)",82,2,57,16,7,
