"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CANTA",,,,
"Viviendas particulares (001)",2965,2222,474,269
"Ocupantes presentes (002)",10229,7744,1622,863
"Casa independiente",,,,
"Viviendas particulares (004)",2874,2181,430,263
"Ocupantes presentes (005)",9918,7615,1458,845
"Departamento en edificio",,,,
"Viviendas particulares (007)",2,2,,
"Ocupantes presentes (008)",4,4,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",22,10,12,
"Ocupantes presentes (011)",65,23,42,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",60,26,32,2
"Ocupantes presentes (014)",211,85,122,4
"Choza o cabaña",,,,
"Viviendas particulares (016)",4,,,4
"Ocupantes presentes (017)",14,,,14
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",3,3,,
"Ocupantes presentes (023)",17,17,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",2612,2016,366,230
"Ocupantes presentes (029)",9080,7105,1246,729
"Casa independiente",,,,
"Viviendas particulares (031)",2528,1979,325,224
"Ocupantes presentes (032)",8797,6991,1095,711
"Departamento en edificio",,,,
"Viviendas particulares (034)",2,2,,
"Ocupantes presentes (035)",4,4,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",21,9,12,
"Ocupantes presentes (038)",60,18,42,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",55,24,29,2
"Ocupantes presentes (041)",193,80,109,4
"Choza o cabaña",,,,
"Viviendas particulares (043)",4,,,4
"Ocupantes presentes (044)",14,,,14
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",2,2,,
"Ocupantes presentes (050)",12,12,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",353,206,108,39
"Ocupantes presentes (056)",1149,639,376,134
"Casa independiente",,,,
"Viviendas particulares (058)",346,202,105,39
"Ocupantes presentes (059)",1121,624,363,134
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",1,1,,
"Ocupantes presentes (065)",5,5,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",5,2,3,
"Ocupantes presentes (068)",18,5,13,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",1,1,,
"Ocupantes presentes (077)",5,5,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1789,1428,290,71
"Ocupantes presentes (110)",5837,4678,965,194
"Casa independiente",,,,
"Viviendas particulares (112)",1702,1387,246,69
"Ocupantes presentes (113)",5540,4549,801,190
"Departamento en edificio",,,,
"Viviendas particulares (115)",2,2,,
"Ocupantes presentes (116)",4,4,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",22,10,12,
"Ocupantes presentes (119)",65,23,42,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",60,26,32,2
"Ocupantes presentes (122)",211,85,122,4
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",3,3,,
"Ocupantes presentes (131)",17,17,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1558,1264,236,58
"Ocupantes presentes (137)",5130,4169,799,162
"Casa independiente",,,,
"Viviendas particulares (139)",1478,1227,195,56
"Ocupantes presentes (140)",4861,4055,648,158
"Departamento en edificio",,,,
"Viviendas particulares (142)",2,2,,
"Ocupantes presentes (143)",4,4,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",21,9,12,
"Ocupantes presentes (146)",60,18,42,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",55,24,29,2
"Ocupantes presentes (149)",193,80,109,4
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",2,2,,
"Ocupantes presentes (158)",12,12,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",231,164,54,13
"Ocupantes presentes (164)",707,509,166,32
"Casa independiente",,,,
"Viviendas particulares (166)",224,160,51,13
"Ocupantes presentes (167)",679,494,153,32
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",1,1,,
"Ocupantes presentes (173)",5,5,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",5,2,3,
"Ocupantes presentes (176)",18,5,13,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",1,1,,
"Ocupantes presentes (185)",5,5,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1176,794,184,198
"Ocupantes presentes (218)",4392,3066,657,669
"Casa independiente",,,,
"Viviendas particulares (220)",1172,794,184,194
"Ocupantes presentes (221)",4378,3066,657,655
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",4,,,4
"Ocupantes presentes (233)",14,,,14
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1054,752,130,172
"Ocupantes presentes (245)",3950,2936,447,567
"Casa independiente",,,,
"Viviendas particulares (247)",1050,752,130,168
"Ocupantes presentes (248)",3936,2936,447,553
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",4,,,4
"Ocupantes presentes (260)",14,,,14
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",122,42,54,26
"Ocupantes presentes (272)",442,130,210,102
"Casa independiente",,,,
"Viviendas particulares (274)",122,42,54,26
"Ocupantes presentes (275)",442,130,210,102
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
