"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUAMANGA (000)",3794,1064,2730
"Sin nivel (001)",214,46,168
"Educación inicial (002)",7,2,5
"Primaria (003)",849,226,623
"Secundaria (004)",1360,420,940
"Superior no univ. incompleta (005)",194,57,137
"Superior no univ. completa (006)",390,111,279
"Superior univ. incompleta (007)",255,69,186
"Superior univ. completa (008)",525,133,392
"Hombres (010)",2494,648,1846
"Sin nivel (011)",138,23,115
"Educación inicial (012)",6,2,4
"Primaria (013)",635,166,469
"Secundaria (014)",992,276,716
"Superior no univ. incompleta (015)",115,30,85
"Superior no univ. completa (016)",168,38,130
"Superior univ. incompleta (017)",160,47,113
"Superior univ. completa (018)",280,66,214
"Mujeres (020)",1300,416,884
"Sin nivel (021)",76,23,53
"Educación inicial (022)",1,,1
"Primaria (023)",214,60,154
"Secundaria (024)",368,144,224
"Superior no univ. incompleta (025)",79,27,52
"Superior no univ. completa (026)",222,73,149
"Superior univ. incompleta (027)",95,22,73
"Superior univ. completa (028)",245,67,178
,,,
"AREA URBANA (030)",3037,846,2191
"Sin nivel (031)",101,23,78
"Educación inicial (032)",5,2,3
"Primaria (033)",471,111,360
"Secundaria (034)",1126,345,781
"Superior no univ. incompleta (035)",180,55,125
"Superior no univ. completa (036)",381,109,272
"Superior univ. incompleta (037)",254,69,185
"Superior univ. completa (038)",519,132,387
"Hombres (040)",1838,471,1367
"Sin nivel (041)",48,9,39
"Educación inicial (042)",4,2,2
"Primaria (043)",300,67,233
"Secundaria (044)",782,215,567
"Superior no univ. incompleta (045)",104,28,76
"Superior no univ. completa (046)",164,37,127
"Superior univ. incompleta (047)",159,47,112
"Superior univ. completa (048)",277,66,211
"Mujeres (050)",1199,375,824
"Sin nivel (051)",53,14,39
"Educación inicial (052)",1,,1
"Primaria (053)",171,44,127
"Secundaria (054)",344,130,214
"Superior no univ. incompleta (055)",76,27,49
"Superior no univ. completa (056)",217,72,145
"Superior univ. incompleta (057)",95,22,73
"Superior univ. completa (058)",242,66,176
,,,
"AREA RURAL (060)",757,218,539
"Sin nivel (061)",113,23,90
"Educación inicial (062)",2,,2
"Primaria (063)",378,115,263
"Secundaria (064)",234,75,159
"Superior no univ. incompleta (065)",14,2,12
"Superior no univ. completa (066)",9,2,7
"Superior univ. incompleta (067)",1,,1
"Superior univ. completa (068)",6,1,5
"Hombres (070)",656,177,479
"Sin nivel (071)",90,14,76
"Educación inicial (072)",2,,2
"Primaria (073)",335,99,236
"Secundaria (074)",210,61,149
"Superior no univ. incompleta (075)",11,2,9
"Superior no univ. completa (076)",4,1,3
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",3,,3
"Mujeres (080)",101,41,60
"Sin nivel (081)",23,9,14
"Primaria (083)",43,16,27
"Secundaria (084)",24,14,10
"Superior no univ. incompleta (085)",3,,3
"Superior no univ. completa (086)",5,1,4
"Superior univ. completa (088)",3,1,2
