"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia QUISPICANCHI (000)",82173,42270,4779,2493,32760
"Menos de 1 año (001)",1759,1361,57,21,320
"De 1 a 14 años (002)",30114,21805,1353,550,6448
"De 15 a 29 años (003)",20038,7736,866,850,10612
"De 30 a 44 años (004)",14468,5588,1203,580,7130
"De 45 a 64 años (005)",10632,3903,921,373,5458
"De 65 y mas años (006)",5162,1877,379,119,2792
"Hombres (008)",41442,19950,2672,1615,17282
"Menos de 1 año (009)",911,711,21,10,169
"De 1 a 14 años (010)",15398,11127,704,301,3284
"De 15 a 29 años (011)",10246,3363,486,561,5851
"De 30 a 44 años (012)",7382,2328,723,428,3928
"De 45 a 64 años (013)",5272,1677,546,253,2814
"De 65 y mas años (014)",2233,744,192,62,1236
"Mujeres (016)",40731,22320,2107,878,15478
"Menos de 1 año (017)",848,650,36,11,151
"De 1 a 14 años (018)",14716,10678,649,249,3164
"De 15 a 29 años (019)",9792,4373,380,289,4761
"De 30 a 44 años (020)",7086,3260,480,152,3202
"De 45 a 64 años (021)",5360,2226,375,120,2644
"De 65 y mas años (022)",2929,1133,187,57,1556
,,,,,
"URBANA (024)",28911,8056,3515,1520,15878
"Menos de 1 año (025)",499,332,37,15,115
"De 1 a 14 años (026)",9071,5087,879,357,2772
"De 15 a 29 años (027)",7750,1443,628,347,5344
"De 30 a 44 años (028)",5690,640,922,419,3722
"De 45 a 64 años (029)",3951,336,740,284,2598
"De 65 y mas años (030)",1950,218,309,98,1327
"Hombres (032)",14569,3743,1926,962,7966
"Menos de 1 año (033)",258,172,13,8,65
"De 1 a 14 años (034)",4654,2592,443,206,1423
"De 15 a 29 años (035)",3891,582,349,201,2766
"De 30 a 44 años (036)",2922,200,538,300,1892
"De 45 a 64 años (037)",2003,117,428,197,1264
"De 65 y mas años (038)",841,80,155,50,556
"Mujeres (040)",14342,4313,1589,558,7912
"Menos de 1 año (041)",241,160,24,7,50
"De 1 a 14 años (042)",4417,2495,436,151,1349
"De 15 a 29 años (043)",3859,861,279,146,2578
"De 30 a 44 años (044)",2768,440,384,119,1830
"De 45 a 64 años (045)",1948,219,312,87,1334
"De 65 y mas años (046)",1109,138,154,48,771
,,,,,
"RURAL (048)",53262,34214,1264,973,16882
"Menos de 1 año (049)",1260,1029,20,6,205
"De 1 a 14 años (050)",21043,16718,474,193,3676
"De 15 a 29 años (051)",12288,6293,238,503,5268
"De 30 a 44 años (052)",8778,4948,281,161,3408
"De 45 a 64 años (053)",6681,3567,181,89,2860
"De 65 y mas años (054)",3212,1659,70,21,1465
"Hombres (056)",26873,16207,746,653,9316
"Menos de 1 año (057)",653,539,8,2,104
"De 1 a 14 años (058)",10744,8535,261,95,1861
"De 15 a 29 años (059)",6355,2781,137,360,3085
"De 30 a 44 años (060)",4460,2128,185,128,2036
"De 45 a 64 años (061)",3269,1560,118,56,1550
"De 65 y mas años (062)",1392,664,37,12,680
"Mujeres (064)",26389,18007,518,320,7566
"Menos de 1 año (065)",607,490,12,4,101
"De 1 a 14 años (066)",10299,8183,213,98,1815
"De 15 a 29 años (067)",5933,3512,101,143,2183
"De 30 a 44 años (068)",4318,2820,96,33,1372
"De 45 a 64 años (069)",3412,2007,63,33,1310
"De 65 y mas años (070)",1820,995,33,9,785
