"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia VIRU (000)",65642,14469,25190,14135,8560,3288
"Hombres (001)",34129,7375,13188,7323,4463,1780
"Mujeres (002)",31513,7094,12002,6812,4097,1508
"PEA (003)",31468,657,14929,9524,5154,1204
"Hombres (004)",22416,448,10360,6697,3904,1007
"Mujeres (005)",9052,209,4569,2827,1250,197
"Ocupada (006)",30684,606,14482,9372,5042,1182
"Hombres (007)",21886,413,10085,6587,3812,989
"Mujeres (008)",8798,193,4397,2785,1230,193
"Desocupada (009)",784,51,447,152,112,22
"Hombres (010)",530,35,275,110,92,18
"Mujeres (011)",254,16,172,42,20,4
"No PEA (012)",34174,13812,10261,4611,3406,2084
"Hombres (013)",11713,6927,2828,626,559,773
"Mujeres (014)",22461,6885,7433,3985,2847,1311
,,,,,,
"URBANA (018)",50396,11094,20204,10994,6067,2037
"Hombres (019)",25920,5609,10481,5661,3095,1074
"Mujeres (020)",24476,5485,9723,5333,2972,963
"PEA (021)",24650,463,12202,7599,3698,688
"Hombres (022)",16929,305,8251,5162,2666,545
"Mujeres (023)",7721,158,3951,2437,1032,143
"Ocupada (024)",24084,437,11877,7480,3619,671
"Hombres (025)",16538,289,8040,5077,2600,532
"Mujeres (026)",7546,148,3837,2403,1019,139
"Desocupada (027)",566,26,325,119,79,17
"Hombres (028)",391,16,211,85,66,13
"Mujeres (029)",175,10,114,34,13,4
"No PEA (030)",25746,10631,8002,3395,2369,1349
"Hombres (031)",8991,5304,2230,499,429,529
"Mujeres (032)",16755,5327,5772,2896,1940,820
,,,,,,
"RURAL (036)",15246,3375,4986,3141,2493,1251
"Hombres (037)",8209,1766,2707,1662,1368,706
"Mujeres (038)",7037,1609,2279,1479,1125,545
"PEA (039)",6818,194,2727,1925,1456,516
"Hombres (040)",5487,143,2109,1535,1238,462
"Mujeres (041)",1331,51,618,390,218,54
"Ocupada (042)",6600,169,2605,1892,1423,511
"Hombres (043)",5348,124,2045,1510,1212,457
"Mujeres (044)",1252,45,560,382,211,54
"Desocupada (045)",218,25,122,33,33,5
"Hombres (046)",139,19,64,25,26,5
"Mujeres (047)",79,6,58,8,7,
"No PEA (048)",8428,3181,2259,1216,1037,735
"Hombres (049)",2722,1623,598,127,130,244
"Mujeres (050)",5706,1558,1661,1089,907,491
